"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",36727,0.109935733378832,36597.3,0.109571564018723,"1","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",27165,0.0813135893820886,27165,0.0813313612351278,"2","470","1","1","1","1","0","0","Acinetobacter","baumannii"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",23884,0.0714925002319824,23883.2,0.0715058089480206,"3","487","1","1","1","1","0","0","Neisseria","meningitidis"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",23719,0.0709986021186732,23719,0.0710141195913821,"4","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",22288,0.0667151584814279,20917.7,0.0626271911682258,"5","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",18598,0.0556698006746948,17836.6,0.053402246183642,"6","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",17635,0.0527872316861083,17632.8,0.0527922526473561,"7","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",17047,0.0510271584095882,17046.7,0.0510374948856491,"8","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",16568,0.0495933572200421,16567.7,0.0496032570805213,"9","287","1","1","1","1","0","0","Pseudomonas","aeruginosa"
NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",15928,0.0476776312047821,15928,0.0476880516401001,"10","210","1","1","1","1","0","0","Helicobacter","pylori"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",14182,0.0424512911694011,13989.2,0.0418832777601896,"11","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",12597,0.0377068759597338,12597,0.0377151170317184,"12","1660","1","1","1","1","0","0","Schaalia","odontolytica"
NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",9776,0.0292627148830958,9776,0.0292691065017183,"13","1063","1","2","1","1","1","0","Cereibacter","johrii"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",8711,0.0260748270608273,8573,0.0256672459896375,"14","562","1","7","1","1","1","1","Escherichia","boydii"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",7525,0.0225247472887987,7526,0.0225326840087111,"15","837","1","1","1","1","0","0","Porphyromonas","gingivalis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",6859,0.0205311949041688,6856.8,0.0205289730125297,"16","1596","1","7","1","1","1","0","Lactobacillus","gasseri"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",6502,0.0194625789862816,7032.6,0.0210554197655179,"17","1405","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",6307,0.0188788812160071,8011.9,0.0239874831754126,"18","29388","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",5083,0.0152150552118224,4437.5,0.0132858185734571,"19","1282","1","6","1","1","1","0","Staphylococcus","aureus"
