"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",39050,0.108137895894083,38980.3,0.107968433027652,"1","1520","1"
"2",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",31212,0.0864327786593116,31212,0.086451691526143,"2","470","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",26958,0.0746525325867526,25585.6,0.0708675263120815,"3","1280","1"
"4",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",23111,0.0639993575418221,23111,0.0640133616224512,"4","1299","1"
"5",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",22242,0.0615929085909397,22242,0.0616063859599926,"5","487","1"
"6",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",22199,0.0614738322907234,22199,0.0614872665507053,"6","821","1"
"7",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",18801,0.0520640353573535,18108.5,0.0501573131771214,"7","1396","1"
"8",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",17303,0.0479157493637726,17284.8,0.0478758002639546,"8","1309","1"
"9",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",17032,0.0471652917507816,17031.9,0.0471753331957457,"9","287","1"
"10",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",16638,0.0460742205348464,16638,0.0460843023094779,"10","210","1"
"11",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",16016,0.0443517680061366,16016,0.0443614721525686,"11","1660","1"
"12",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",14384,0.0398324070304863,14255.9,0.0394862588060716,"12","1640","1"
"13",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",11352,0.0314361432570968,11044.6,0.0305914993470833,"13","562","1"
"14",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",11295,0.0312782979289031,11302.2,0.0313051309596689,"14","888745","1"
"15",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",9456,0.0261857091824443,9456.4,0.0261924846267057,"15","1596","1"
"16",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",9152,0.025343867432078,9152,0.0253494128632355,"16","1063","1"
"17",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",7105,0.0196752816985265,7105,0.0196795869349027,"17","837","1"
"18",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",6334,0.0175402159434858,5805.7,0.016080729602844,"18","1351","1"
"19",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",6124,0.016958680523825,6583.3,0.0182347076848104,"19","1405","1"
"20",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",5532,0.0153193044836381,7046.1,0.0195164389133921,"20","29388","1"
"21",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",5383,0.0149066912573073,5116,0.0141705356912273,"21","1282","1"
"22",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",4466,0.0123673199247881,4869.1,0.0134866734216313,"22","1354","1"
"23",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",2931,0.00811657292869545,3237.2,0.00896647156338066,"23","564","1"
"24",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum",1972,0.00546089451224409,2039.9,0.00565028606430536,"24","36745","1"
"25",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",1813,0.00502058912307228,1813.4,0.00502285424098501,"25","1313","1"
"26",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis",1596,0.0044196691894227,1501.7,0.00415939508305806,"26","1428","1"
"27",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",1412,0.0039101333931484,1531.1,0.00424086950218879,"27","1643","1"
"28",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caprae",1250,0.0034615203551243,863.5,0.00239164994224943,"28","29380","1"
"29",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",1036,0.00286890807032702,966.1,0.00267583733974904,"29","1352","1"
"30",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",894,0.0024756793579849,894,0.00247622107613134,"30","537011","1"
"31",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus pasteuri",711,0.0019689127779947,820.4,0.00227239632931599,"31","45972","1"
"32",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",691,0.00191352845231271,691,0.00191394716287109,"32","1747","1"
"33",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis",673,0.00186368255919892,997,0.00276146866188743,"33","1392","1"
