superkingdom,kingdom,phylum,class,order,family,genus,species,reassigned_read_count,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,best_hit_genus,best_hit_species,blast_validated
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,37151.5,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,26512,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium beijerinckii,26321,4,1,1,1,0,Clostridium,beijerinckii,TRUE
,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18514,11,0.5,1,0.5,0,Acinetobacter,baumannii,FALSE
,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,16894,1,1,1,0,0,Neisseria,meningitidis,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,16075,1,1,1,0,0,Phocaeicola,vulgatus,TRUE
,,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,15722,1,1,1,0,0,Deinococcus,radiodurans,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria innocua,14420,5,1,1,1,0,Listeria,innocua,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,14348,1,1,1,0,0,Streptococcus,mutans,TRUE
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,13940,1,1,1,0,0,Pseudomonas,aeruginosa,TRUE
,,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,12229,1,1,1,0,0,Schaalia,odontolytica,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,11592,11,0,1,1,0,Enterococcus,canis,FALSE
,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,11425,1,1,1,0,0,Helicobacter,pylori,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,10867,7,1,1,1,1,Escherichia,boydii,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,9484,9,1,1,1,0,Streptococcus,agalactiae,TRUE
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,7437.5,7,1,1,1,0,Lactobacillus,gasseri,TRUE
,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides,6741,2,1,1,1,0,Cereibacter,johrii,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,6065,1,1,1,0,0,Porphyromonas,gingivalis,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,1878.5,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,1449,2,1,1,1,0,Streptococcus,pneumoniae,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,1000.33333333333,12,0.571428571428571,1,1,0,Enterococcus,dispar,TRUE
,,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,717,1,1,1,0,0,Cutibacterium,acnes,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,516,1,1,1,0,0,Segatella,copri,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus saccharolyticus,128,12,0.714285714285714,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,72.5,7,1,1,1,0,Lactobacillus,acidophilus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pseudomycoides,37,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus manliponensis,36,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,34,1,1,1,0,0,Phascolarctobacterium,faecium,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria seeligeri,38,7,1,1,1,0.333333333333333,Listeria,innocua,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus dispar,43.3333333333333,10,0.75,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,32.8333333333333,8,1,1,1,0.5,Enterococcus,crotali,TRUE
,,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,24,1,1,1,0,0,Faecalibacterium,prausnitzii,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,21,1,1,1,0,0,Phocaeicola,massiliensis,TRUE
,,Bacillota,Bacilli,Bacillales,Planococcaceae,Viridibacillus,Viridibacillus arvi,18,10,0,0,1,1,Bacillus,albus,FALSE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus agnetis,16,2,1,1,1,0,Staphylococcus,agnetis,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,27,12,1,1,1,1,Cronobacter,[Pantoea] beijingensis,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria grayi,14,9,0.666666666666667,1,1,0,Listeria,aquatica,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus massiliensis,14,1,1,1,0,0,Enterococcus,massiliensis,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,13,1,1,1,0,0,Parabacteroides,merdae,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,11,1,1,1,0,0,Alistipes,putredinis,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,Mammaliicoccus sciuri,10,6,1,1,1,1,Mammaliicoccus,fleurettii,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cytotoxicus,9,2,1,1,1,1,Alkalihalobacillus,cytotoxicus,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,9,1,1,1,0,0,Bacteroides,xylanisolvens,TRUE
,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas pavanii,9,3,1,1,1,0,Stenotrophomonas,geniculata,TRUE
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus versmoldensis,8,3,1,1,1,0,Companilactobacillus,furfuricola,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,8,1,1,1,0,0,Bacteroides,caccae,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,8,1,1,1,0,0,Bacteroides,stercoris,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria welshimeri,7,6,1,1,1,0,Listeria,innocua,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,7,1,1,1,0,0,Barnesiella,intestinihominis,TRUE
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas indica,7,2,1,1,1,0,Pseudomonas,aeruginosa,TRUE
,,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus callidus,6,1,1,1,0,0,Ruminococcus,callidus,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara,6,1,1,1,0,0,Paraprevotella,clara,TRUE
