"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",1449,0.00513401952273814,1449.9,0.00513855772009699,"20","1313","1","2","1","1","1","0","Streptococcus","pneumoniae"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",989,0.00350417205520223,1000.9,0.00354715851765955,"21","1354","1","12","0.571428571428571","1","1","0","Enterococcus","dispar"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",717,0.0025404361613549,717.1,0.00254124393651579,"22","1747","1","1","1","1","0","0","Cutibacterium","acnes"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",516,0.00182826368097507,516,0.00182868483538293,"23","537011","1","1","1","1","0","0","Segatella","copri"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus arlettae",277,0.000981451627190108,276.2,0.000978922606863138,"24","29378","1","7","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus chromogenes",135,0.000478324800255107,129.8,0.000460007194340232,"25","46126","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",128,0.000453522773575212,136.9,0.000485232194895178,"26","1139996","1","12","0.714285714285714","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus",68,0.000240933973461831,67.4,0.00023891372538598,"27","1579","1","7","1","1","1","0","Lactobacillus","acidophilus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",48,0.000170071040090705,50,0.000177362634522176,"28","1281","1","8","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Metapseudomonas","Metapseudomonas resinovorans",46,0.000162984746753592,46,0.000163102303673535,"29","53412","1","1","0","0","1","1","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pseudomycoides",37,0.000131096426736585,37,0.000131232819677515,"30","64104","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus manliponensis",36,0.000127553280068028,34.5,0.000122200329987033,"31","574376","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",34,0.000120466986730916,34,0.000120494737215154,"32","33025","1","1","1","1","0","0","Phascolarctobacterium","faecium"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",33,0.000116923840062359,27.4,9.72065926939542e-05,"33","1640","1","7","1","1","1","0.333333333333333","Listeria","innocua"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",32,0.000113380693393803,35.8,0.000126826065001696,"34","44009","1","10","0.75","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus",28,9.92081067195777e-05,26.7,9.47004205240992e-05,"35","417368","1","8","1","1","1","0.5","Enterococcus","crotali"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii",24,8.50355200453523e-05,24,8.49837213180923e-05,"36","853","1","1","1","1","0","0","Faecalibacterium","prausnitzii"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia meyeri",21,7.44060800396832e-05,21,7.44726160194596e-05,"38","52773","1","1","0","1","1","0","Schaalia","odontolytica"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus nepalensis",21,7.44060800396832e-05,21,7.43202114935627e-05,"37","214473","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola massiliensis",21,7.44060800396832e-05,21,7.4423220044654e-05,"39","204516","1","1","1","1","0","0","Phocaeicola","massiliensis"
NA,NA,"Bacillota","Bacilli","Bacillales","Planococcaceae","Viridibacillus","Viridibacillus arvi",18,6.37766400340142e-05,19.4,6.88624321979234e-05,"40","263475","1","10","0","0","1","1","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus agnetis",16,5.66903466969015e-05,18,6.36668649332869e-05,"42","985762","1","2","1","1","1","0","Staphylococcus","agnetis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus cohnii",16,5.66903466969015e-05,16.7,5.9141869559175e-05,"41","29382","1","3","0","1","1","0","Staphylococcus","capitis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",16,5.66903466969015e-05,14.9,5.29307419850973e-05,"43","564","1","12","1","1","1","1","Cronobacter","[Pantoea] beijingensis"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria grayi",14,4.96040533597888e-05,15.5,5.48065828351429e-05,"44","1641","1","9","0.666666666666667","1","1","0","Listeria","aquatica"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus massiliensis",14,4.96040533597888e-05,14.4,5.10044736955575e-05,"45","1640685","1","1","1","1","0","0","Enterococcus","massiliensis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus asini",13,4.60609066912325e-05,13.7,4.87191545497734e-05,"46","57732","1","9","0","1","1","0","Enterococcus","canis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae",13,4.60609066912325e-05,13,4.60715171705001e-05,"47","46503","1","1","1","1","0","0","Parabacteroides","merdae"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus devriesei",12,4.25177600226761e-05,12.7,4.50404762948551e-05,"49","586733","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium butyricum",12,4.25177600226761e-05,12,4.25353392758795e-05,"48","1492","1","4","0","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus dysgalactiae",11,3.89746133541198e-05,10.8,3.82912579166296e-05,"50","1334","1","13","0.333333333333333","1","1","0","Streptococcus","agalactiae"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis",11,3.89746133541198e-05,11,3.89835914519616e-05,"51","28117","1","1","1","1","0","0","Alistipes","putredinis"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes",10,3.54314666855635e-05,10.3,3.63979163124202e-05,"53","1639","1","5","0","1","1","0","Listeria","innocua"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus","Mammaliicoccus sciuri",10,3.54314666855635e-05,10,3.53683118640789e-05,"52","1296","1","6","1","1","1","1","Mammaliicoccus","fleurettii"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus pseudolugdunensis",10,3.54314666855635e-05,10,3.54461689476919e-05,"55","425474","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus moraviensis",10,3.54314666855635e-05,10.3,3.63341974804745e-05,"54","155617","1","17","0.5","0.5","1","0.5","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cytotoxicus",9,3.18883200170071e-05,9.2,3.27070015789702e-05,"60","580165","1","2","1","1","1","1","Alkalihalobacillus","cytotoxicus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus auricularis",9,3.18883200170071e-05,9.5,3.36336225642427e-05,"56","29379","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus amylolyticus",9,3.18883200170071e-05,9.5,3.35515248627623e-05,"57","83683","1","7","0","1","1","0","Lactobacillus","acidophilus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides xylanisolvens",9,3.18883200170071e-05,8.4,2.98260497721823e-05,"59","657309","1","1","1","1","0","0","Bacteroides","xylanisolvens"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","Stenotrophomonas pavanii",9,3.18883200170071e-05,9,3.18956657334232e-05,"58","487698","1","3","1","1","1","0","Stenotrophomonas","geniculata"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Companilactobacillus","Companilactobacillus versmoldensis",8,2.83451733484508e-05,7.9,2.78761697283988e-05,"63","194326","1","3","1","1","1","0","Companilactobacillus","furfuricola"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae",8,2.83451733484508e-05,8,2.83517028741539e-05,"61","47678","1","1","1","1","0","0","Bacteroides","caccae"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris",8,2.83451733484508e-05,8,2.83517028741539e-05,"62","449673","1","1","1","1","0","0","Bacteroides","stercoris"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",7,2.48020266798944e-05,10.4,3.69152364546847e-05,"64","1643","1","6","1","1","1","0","Listeria","innocua"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis",7,2.48020266798944e-05,7,2.48077400148847e-05,"65","487174","1","1","1","1","0","0","Barnesiella","intestinihominis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas indica",7,2.48020266798944e-05,7,2.48128166859818e-05,"66","137658","1","2","1","1","1","0","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus callidus",6,2.12588800113381e-05,6,2.12637771556154e-05,"67","40519","1","1","1","1","0","0","Ruminococcus","callidus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella clara",6,2.12588800113381e-05,6,2.12637771556154e-05,"68","454154","1","1","1","1","0","0","Paraprevotella","clara"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus phoeniculicola",5,1.77157333427817e-05,6.5,2.31627117588441e-05,"72","154621","1","7","1","1","1","0","Enterococcus","crotali"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius",5,1.77157333427817e-05,5.1,1.79479393133803e-05,"70","940190","1","6","1","1","1","1","Listeria","innocua"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus troglodytae",5,1.77157333427817e-05,5,1.77231058693295e-05,"74","1111760","1","1","0","1","1","0","Streptococcus","mutans"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis",5,1.77157333427817e-05,5,1.77198142963462e-05,"73","823","1","1","1","1","0","0","Parabacteroides","distasonis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae",5,1.77157333427817e-05,4.7,1.67551459796911e-05,"69","622","1","9","0","0","1","1","Cronobacter","[Pantoea] beijingensis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Metapseudomonas","Metapseudomonas otitidis",5,1.77157333427817e-05,5,1.77229040587877e-05,"71","319939","1","1","1","1","0","0","Metapseudomonas","otitidis"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium chromiireducens",4,1.41725866742254e-05,4,1.41773788203685e-05,"78","225345","1","4","0","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Clostridia","Eubacteriales",NA,"Gemmiger","Gemmiger formicilis",4,1.41725866742254e-05,4,1.42472387414464e-05,"76","745368","1","1","1","1","0","0","Gemmiger","formicilis"
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia luti",4,1.41725866742254e-05,4,1.4175851437077e-05,"79","89014","1","2","0.5","1","0.5","0","Blautia","luti"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis",4,1.41725866742254e-05,4,1.4175851437077e-05,"75","820","1","1","1","1","0","0","Bacteroides","uniformis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei",4,1.41725866742254e-05,4,1.41777037875924e-05,"77","357276","1","1","1","1","0","0","Phocaeicola","dorei"
NA,NA,"Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter ginsenosidimutans",3,1.0629440005669e-05,1.5,5.31594428890386e-06,"87","490573","1","2","1","1","1","0","Solirubrobacter","ginsenosidimutans"
NA,NA,"Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter soli",3,1.0629440005669e-05,1.5,5.31594428890386e-06,"90","363832","1","2","1","1","1","0","Solirubrobacter","ginsenosidimutans"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Alkalihalobacillus","Alkalihalobacillus macyae",3,1.0629440005669e-05,2.9,1.04210906210381e-05,"85","157733","1","9","0","0","1","1","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus bingmayongensis",3,1.0629440005669e-05,2.8,9.92622865186953e-06,"93","1150157","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus carboniphilus",3,1.0629440005669e-05,2.1,7.3349599157982e-06,"80","86663","1","5","0","0","1","1","Halalkalibacter","alkalisediminis"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Halalkalibacter","Halalkalibacter oceani",3,1.0629440005669e-05,3,1.07777139399886e-05,"95","1653776","1","1","1","1","0","0","Halalkalibacter","oceani"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus xylosus",3,1.0629440005669e-05,2.9,1.02095413574778e-05,"83","1288","1","7","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus termitis",3,1.0629440005669e-05,3.4,1.2104150698401e-05,"84","332950","1","7","0","1","1","0","Enterococcus","crotali"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus wangshanyuanii",3,1.0629440005669e-05,4.1,1.44079600112405e-05,"96","2005703","1","7","1","1","1","0","Enterococcus","crotali"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus phocae",3,1.0629440005669e-05,3.1,1.09328771483648e-05,"91","119224","1","1","1","1","0","0","Streptococcus","phocae"
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter rectalis",3,1.0629440005669e-05,3,1.06318883299019e-05,"92","515619","1","1","1","1","0","0","Agathobacter","rectalis"
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter saccharivorans",3,1.0629440005669e-05,3,1.06318885778077e-05,"94","1150298","1","1","1","1","0","0","Fusicatenibacter","saccharivorans"
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter faecis",3,1.0629440005669e-05,3,1.06318885778077e-05,"89","1298596","1","1","1","1","0","0","Mediterraneibacter","faecis"
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","[Ruminococcus] torques",3,1.0629440005669e-05,3,1.06318885778077e-05,"81","33039","1","1","1","1","0","0","Mediterraneibacter","[Ruminococcus] torques"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gulae",3,1.0629440005669e-05,3,1.06335221164075e-05,"88","111105","1","1","0","1","1","0","Porphyromonas","gingivalis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia marmotae",3,1.0629440005669e-05,3.1,1.11433531387169e-05,"97","1499973","1","9","0","1","1","1","Cronobacter","[Pantoea] beijingensis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea dispersa",3,1.0629440005669e-05,3.4,1.20972115862992e-05,"86","59814","1","15","0","1","1","1","Pantoea","[Curtobacterium] plantarum"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia marcescens",3,1.0629440005669e-05,3.1,1.08116202206688e-05,"82","615","1","3","1","1","1","0","Serratia","marcescens"
NA,NA,"Actinomycetota","Actinomycetes","Mycobacteriales","Lawsonellaceae","Lawsonella","Lawsonella clevelandensis",2,7.08629333711269e-06,2,7.08792571853848e-06,"128","1528099","1","1","1","1","0","0","Lawsonella","clevelandensis"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides cavernae",2,7.08629333711269e-06,1,3.54338571132091e-06,"131","1921566","1","2","1","1","1","0","Nocardioides","cavernae"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides hwasunensis",2,7.08629333711269e-06,1,3.54338571132091e-06,"117","397258","1","2","1","1","1","0","Nocardioides","cavernae"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Heyndrickxia","Heyndrickxia acidicola",2,7.08629333711269e-06,1.8,6.30594874255326e-06,"108","209389","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria ivanovii",2,7.08629333711269e-06,2.4,8.41228184447264e-06,"103","1638","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Bacillales","Planococcaceae","Planococcus","Planococcus antarcticus",2,7.08629333711269e-06,2,7.10398912534421e-06,"102","161360","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Macrococcus","Macrococcus carouselicus",2,7.08629333711269e-06,2,7.10479838104484e-06,"112","69969","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","Salinicoccus sediminis",2,7.08629333711269e-06,2,7.10484609701109e-06,"130","1432562","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus mundtii",2,7.08629333711269e-06,1.6,5.6828214480468e-06,"101","53346","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus silesiacus",2,7.08629333711269e-06,2.3,8.16141501919375e-06,"111","332949","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sanguinis",2,7.08629333711269e-06,1.6,5.53626844903024e-06,"100","1305","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Sarcina","Sarcina ventriculi",2,7.08629333711269e-06,2,7.08792568410434e-06,"99","1267","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes","Anaerostipes hadrus",2,7.08629333711269e-06,2,7.08792571853848e-06,"105","649756","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia faecis",2,7.08629333711269e-06,2,7.08792571853848e-06,"121","871665","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia obeum",2,7.08629333711269e-06,2,7.08792571853848e-06,"114","411459","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea longicatena",2,7.08629333711269e-06,2,7.08792571853848e-06,"123","88431","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira","[Lactobacillus] rogosae",2,7.08629333711269e-06,2,7.08792571853848e-06,"119","706562","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides koreensis",2,7.08629333711269e-06,1.2,4.1823872578091e-06,"133","1912896","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides kribbi",2,7.08629333711269e-06,1.2,4.1823872578091e-06,"135","1912894","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes shahii",2,7.08629333711269e-06,2,7.08792571853848e-06,"122","328814","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Adhaeribacter","Adhaeribacter terrae",2,7.08629333711269e-06,2,7.08792571853848e-06,"134","1892554","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium betae",2,7.08629333711269e-06,0.2,6.44356883349087e-07,"124","244734","1",NA,NA,NA,NA,NA,NA,NA
