"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",39959,0.0892816845078101,39833.3,0.0890288225990371,"1","1520","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",37783,0.0844197774158159,35763.1,0.0799319038026002,"2","1280","1"
"3",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",33183,0.0741418488206077,33183,0.0741652137239169,"3","470","1"
"4",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",29934,0.066882503167166,28696.7,0.0641381736181199,"4","1396","1"
"5",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",27117,0.0605883890687526,27117,0.0606074783933468,"5","487","1"
"6",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",26703,0.0596633754951839,26703,0.0596821355272719,"6","821","1"
"7",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",26301,0.0587651739092548,26301,0.0587836931741987,"7","1299","1"
"8",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",21568,0.0481900791177069,21255.3,0.0475064327128988,"8","1640","1"
"9",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",20975,0.0468651200618463,20970.7,0.0468702279977373,"9","1309","1"
"10",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",20814,0.046505392561014,20812.9,0.0465176380838472,"10","287","1"
"11",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",18138,0.0405263193173668,18138,0.0405390907871798,"11","210","1"
"12",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",16205,0.036207354975076,16205,0.0362187637147453,"12","1660","1"
"13",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",12806,0.0286128594761384,12477.1,0.0278867235561669,"13","562","1"
"14",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",11379,0.0254244672793206,11380,0.0254347866615645,"14","888745","1"
"15",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",11248,0.0251317697475875,11248,0.0251396879221492,"15","1063","1"
"16",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",10222,0.0228393448043954,10222,0.0228465423491376,"16","837","1"
"17",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",9959,0.0222517154086259,10811.6,0.0241642555166132,"17","1405","1"
"18",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",8819,0.0197045765828569,7700.3,0.0172105155631523,"18","1282","1"
"19",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",8663,0.0193560207435411,11549.9,0.0258145501959997,"19","29388","1"
"20",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",8625,0.0192711161160155,8624.8,0.0192766393944334,"20","1596","1"
"21",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",8334,0.0186209254157534,7775.4,0.0173782569381811,"21","1351","1"
"22",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",5666,0.0126597268305326,5924.3,0.0132410034854634,"22","1354","1"
"23",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",3324,0.00742692057618961,3650.9,0.00815997145466307,"23","564","1"
"24",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum",2778,0.00620697513858446,2893.4,0.00646679858878614,"24","36745","1"
"25",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",2564,0.00572882802567695,2868.9,0.00641200414296272,"25","1643","1"
"26",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis",2560,0.00571989069646372,2251.6,0.00503231574900393,"26","1428","1"
"27",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",2240,0.00500490435940576,1772.1,0.00396063069247761,"27","1281","1"
"28",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",1971,0.00440386896981641,1971.3,0.00440590757023735,"28","1313","1"
"29",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saccharolyticus",1830,0.00408882811505024,1475.5,0.00329775615597604,"29","33028","1"
"30",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",1801,0.00402403247825436,1832.4,0.00409555932804678,"30","1352","1"
"31",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",1383,0.00309008157547239,1383,0.00309105538420276,"31","537011","1"
"32",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis",1168,0.00260970013026157,1840.8,0.00411426009421496,"32","1392","1"
"33",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",1063,0.00237509523841443,1063,0.0023758432169237,"33","1747","1"
