"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",27852,0.103209453825887,27778.9,0.10294980968629,"1","1520","1"
"2",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",21574,0.0799454529958237,21574,0.0799540450603768,"2","470","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",18672,0.0691916889931409,17609.2,0.0652603003438251,"3","1280","1"
"4",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",17721,0.0656676264271342,17721.4,0.0656761894867283,"4","1299","1"
"5",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",17073,0.0632663724389403,17072.9,0.0632727396393367,"5","487","1"
"6",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",16719,0.0619545762787233,16718.2,0.0619581216738842,"6","821","1"
"7",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",14623,0.0541875572058001,14009.2,0.0519187440820053,"7","1396","1"
"8",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",13648,0.0505745593068973,13645.2,0.0505694601670518,"8","1309","1"
"9",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",12926,0.0478990880422739,12924.7,0.0478994511072671,"9","287","1"
"10",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",12155,0.0450420404729877,12155,0.0450468544847778,"10","1660","1"
"11",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",11718,0.0434226762865052,11718,0.0434273431419783,"11","210","1"
"12",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",11285,0.0418181346555053,11112.2,0.0411820785622808,"12","1640","1"
"13",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",8217,0.0304492346002913,8039.6,0.0297949025899485,"13","562","1"
"14",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",7302,0.0270585750336287,7302,0.0270614704560686,"14","1063","1"
"15",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",6081,0.0225339899725412,6080.3,0.0225339295628096,"15","888745","1"
"16",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",5745,0.0212888953119963,5744.7,0.0212900987199197,"16","1596","1"
"17",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",5683,0.0210591457020148,5683.3,0.0210627032293366,"17","837","1"
"18",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",4768,0.0176684861353522,5218.9,0.0193415599331313,"18","1405","1"
"19",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",4718,0.0174832041918187,5997.5,0.0222270156179284,"19","29388","1"
"20",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",4144,0.0153561674800544,3752.6,0.0139074535400556,"20","1282","1"
"21",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",3983,0.0147595596218766,3750.2,0.0138982621430672,"21","1351","1"
"22",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",3001,0.0111206222508792,2977.4,0.0110344579013925,"22","1354","1"
"23",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",1958,0.00725564090877088,2132.7,0.00790398956642834,"23","564","1"
"24",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum",1727,0.00639963832964622,1797.5,0.00666168998542313,"24","36745","1"
"25",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",1435,0.00531759177941073,1203.7,0.00446093985865106,"25","1281","1"
"26",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",1386,0.00513601547474792,1553.1,0.00575571352557665,"26","1643","1"
"27",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",1372,0.00508413653055855,1310.1,0.00485539041627864,"27","1139996","1"
"28",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis",1320,0.00489144330928374,1063,0.00393964255701259,"28","1392","1"
"29",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",1083,0.00401320689693507,1083.3,0.00401472173340895,"29","1313","1"
"30",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saccharolyticus",1069,0.00396132795274569,895.7,0.00331932042101449,"30","33028","1"
"31",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",859,0.0031831437899051,913,0.00338357456496189,"31","1352","1"
