"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",10170,0.0936533077943127,9684.6,0.0892076486643229,"1","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",9766,0.0899329600707234,9754.7,0.0898535573493438,"2","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",7130,0.0656586120524532,6835.1,0.0629600030935396,"3","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",6344,0.0584205097981435,6344,0.0584366537094011,"4","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",6239,0.0574535877412701,6239,0.0574694594774514,"5","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",5688,0.0523795491380581,5659.8,0.0521338251813587,"6","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",5670,0.0522137910711655,5601,0.0515923762057784,"7","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",5390,0.0496353322528363,5390,0.0496490484699987,"8","487","1","2","1","1","1","0","Neisseria","meningitidis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",5311,0.0489078385148077,5311,0.0489213015051881,"9","287","1","2","1","1","0.5","0","Pseudomonas","aeruginosa"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",5209,0.0479685428024164,5209,0.0479817981854089,"10","470","1","11","0.5","1","0.5","0","Acinetobacter","baumannii"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",4972,0.0457860615883306,4972,0.0457987048365208,"11","1660","1","1","1","1","0","0","Schaalia","odontolytica"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",4600,0.0423603948725505,4614.1,0.042502374539951,"12","888745","1","1","1","1","0","0","Streptococcus","agalactiae"
NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",3517,0.032387284514513,3517,0.0323962344098303,"13","210","1","1","1","1","0","0","Helicobacter","pylori"
NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",3099,0.0285380138500074,3099,0.0285458779429588,"14","1063","1","2","1","1","1","0","Cereibacter","johrii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",3068,0.0282525416236924,3011.8,0.0277427957193668,"15","1351","1","10","0.2","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",3031,0.0279118167084131,3030.3,0.027913050949238,"16","1596","1","4","1","1","1","0","Lactobacillus","gasseri"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",2696,0.0248268749079122,2599.9,0.0239485012515277,"17","562","1","8","1","1","1","1","Shigella","coli"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",2398,0.0220826580226904,2265.8,0.0208706328615206,"18","1282","1","7","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",2326,0.0214196257551201,2581.1,0.0237751009721965,"19","1405","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",2033,0.0187214527773685,2033,0.0187266262596489,"20","837","1","1","1","1","0","0","Porphyromonas","gingivalis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",1824,0.0167968174451157,2386.8,0.0219856058346687,"21","29388","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",1287,0.0118517017828201,1321.5,0.0121723208521483,"22","1354","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",822,0.00756961838809489,917.9,0.00845492120855547,"23","564","1","8","1","1","1","1","Shigella","boydii"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",763,0.00702630027994696,763,0.00702824192627254,"24","1747","1","1","1","1","0","0","Cutibacterium","acnes"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",667,0.00614225725651982,667.5,0.00614823471380067,"25","1313","1","7","1","1","1","0","Streptococcus","pneumoniae"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",623,0.00573707087078238,685.5,0.00631480488563863,"26","1643","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis",553,0.00509245616620009,479.3,0.00441493864840897,"27","1428","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum",437,0.00402423751289229,448.3,0.00412954779265423,"28","36745","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caprae",399,0.00367430381611905,351.8,0.00324097278642453,"29","29380","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",331,0.00304810667452483,334.8,0.00308411136375266,"30","44009","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",315,0.0029007661706203,315,0.0029015677677272,"31","537011","1","1","1","1","0","0","Segatella","copri"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis",242,0.00222852512155592,364.5,0.00335763470170742,"32","1392","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saprophyticus",213,0.00196147045822897,207.8,0.00191457037226615,"33","29385","1","8","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saccharolyticus",190,0.00174966848386621,189.3,0.00174367497308467,"34","33028","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",128,0.00117872403123619,162.7,0.00149830843319062,"35","1352","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus pasteuri",104,0.000957713275379402,136.4,0.00125627969268181,"36","45972","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus paramycoides",57,0.000524900545159864,49.4,0.000455061142856096,"37","2026194","1","10","1","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus petrasii",43,0.000395977604243406,94.9,0.000874375141098128,"38","1276936","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus manliponensis",38,0.000349933696773243,36.9,0.000339874454812403,"42","574376","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",38,0.000349933696773243,36,0.000331224432510737,"40","1139996","1","15","0.142857142857143","1","1","0.285714285714286","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus",38,0.000349933696773243,35.9,0.000330695527002683,"39","1579","1","7","1","1","1","0","Lactobacillus","acidophilus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus equinus",38,0.000349933696773243,30.5,0.0002812864371434,"41","1335","1","9","1","1","1","0","Streptococcus","agalactiae"
