"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",60446,0.134571757429765,59820.7,0.133282536873245,"1","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",44393,0.0988327437312572,44417.5,0.0989637638513346,"2","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",42928,0.0955711941724013,42928,0.0956450815615953,"3","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",33205,0.0739247461445813,33205,0.0739818976668519,"4","470","1","1","1","1","0","0","Acinetobacter","baumannii"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",27118,0.0603731747010617,27118,0.0604198464243804,"5","487","1","1","1","1","0","0","Neisseria","meningitidis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",26703,0.0594492545188602,26703,0.0594951686068804,"6","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",26305,0.0585631816694236,26305,0.0586084585117617,"7","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",24308,0.0541172332263961,24319.4,0.0541845017610979,"8","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",21129,0.0470397819993633,21128.8,0.047075673020121,"9","287","1","1","1","1","0","0","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",20976,0.0466991560044793,20961.9,0.0467038414105129,"10","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",18138,0.0403808777464362,18138,0.0404120973383894,"11","210","1","1","1","1","0","0","Helicobacter","pylori"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",17939,0.0399378413217179,17886.6,0.0398519615395036,"12","1351","1","10","0.2","1","1","0","Enterococcus","canis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",16464,0.0366540286259414,16464,0.0366822878088688,"13","562","1","8","1","1","1","1","Shigella","coli"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",16224,0.036119713339849,16224,0.0361476379565681,"14","1660","1","1","1","1","0","0","Schaalia","odontolytica"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",11616,0.0258608598468741,11622.6,0.0258956342780772,"15","888745","1","9","1","1","0.5","0","Streptococcus","agalactiae"
NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",11258,0.0250638395451196,11258,0.0250832171040593,"16","1063","1","2","1","1","1","0","Cereibacter","johrii"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",10222,0.0227573785601539,10222,0.0227749725321405,"17","837","1","1","1","1","0","0","Porphyromonas","gingivalis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",8978,0.0199878443272414,8978.3,0.0200039213007981,"18","1596","1","7","1","1","1","0","Lactobacillus","gasseri"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",2014,0.0044837957757924,2014.7,0.00448887226823486,"19","1313","1","2","1","1","1","0","Streptococcus","pneumoniae"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",1704,0.00379363853125633,2300.2,0.00512502888507087,"20","1282","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",1485,0.00330607583269698,1514.1,0.00337349157710426,"21","1354","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",1383,0.00307899183610769,1383,0.00308137229126654,"22","537011","1","1","1","1","0","0","Segatella","copri"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",1063,0.0023665714546511,1063,0.00236840061136426,"23","1747","1","1","1","1","0","0","Cutibacterium","acnes"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus arlettae",423,0.000941730691737927,421.1,0.000938144716252488,"24","29378","1","2","1","1","1","0","Staphylococcus","arlettae"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus chromogenes",267,0.000594425755777841,251.6,0.000560655438785239,"25","46126","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",197,0.000438583797334212,200.1,0.000445862977138077,"26","1139996","1","12","0","1","1","0.142857142857143","Enterococcus","dispar"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hyicus",120,0.000267157643046221,119.3,0.000265810241925799,"27","1284","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus manliponensis",112,0.000249347133509806,115.1,0.000256425989925323,"28","574376","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",101,0.000224857682897236,101,0.000225031526694086,"29","33025","1","1","1","1","0","0","Phascolarctobacterium","faecium"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Metapseudomonas","Metapseudomonas resinovorans",101,0.000224857682897236,101.2,0.000225454963588173,"30","53412","1","1","0","0","1","1","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus",69,0.000153615644751577,64,0.000142586406996523,"31","417368","1","9","0","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",67,0.000149163017367473,76.6,0.000170568344152244,"32","1281","1","8","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cytotoxicus",45,0.000100184116142333,45.5,0.000101314011793995,"33","580165","1","7","1","1","1","1","Bacillus","acidicola"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus massiliensis",42,9.35051750661772e-05,39,8.6921079629156e-05,"35","1640685","1","7","0","1","1","0","Enterococcus","crotali"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii",42,9.35051750661772e-05,42,9.35774665460556e-05,"34","853","1","1","1","1","0","0","Faecalibacterium","prausnitzii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",41,9.12788613741253e-05,37.3,8.30473512242934e-05,"36","1352","1","23","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus devriesei",37,8.2373606605918e-05,41.5,9.24048261371379e-05,"37","586733","1","10","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",35,7.79209792218143e-05,34.8,7.75186320486659e-05,"38","1643","1","6","1","1","1","0","Listeria","innocua"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei",33,7.34683518377106e-05,33,7.35729544205231e-05,"40","357276","1","1","0","1","1","0","Phocaeicola","vulgatus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola massiliensis",33,7.34683518377106e-05,33,7.35251522861865e-05,"39","204516","1","1","1","1","0","0","Phocaeicola","massiliensis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae",32,7.12420381456588e-05,31.4,6.99982046474357e-05,"41","622","1","7","0","1","1","1","Escherichia","boydii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus avium",28,6.23367833774514e-05,37.7,8.39755855283118e-05,"42","33945","1","17","0.25","1","1","0.25","Enterococcus","canis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae",26,5.78841559933478e-05,26,5.79289078618439e-05,"43","46503","1","1","1","1","0","0","Parabacteroides","merdae"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius",25,5.56578423012959e-05,30.6,6.81512877070343e-05,"44","940190","1","9","0","0","1","1","Enterococcus","canis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caecimuris",20,4.45262738410367e-05,19,4.24177577576117e-05,"45","1796613","1","7","0","1","1","0","Bacteroides","faecichinchillae"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",19,4.22999601489849e-05,17.8,3.97082465245381e-05,"46","564","1","19","0.666666666666667","0.666666666666667","1","1","Cronobacter","fergusonii"
NA,NA,"Bacillota","Bacilli","Bacillales","Planococcaceae","Viridibacillus","Viridibacillus arvi",17,3.78473327648812e-05,16.7,3.72440940097462e-05,"48","263475","1","10","0","0","1","1","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus",17,3.78473327648812e-05,16.4,3.65705870875344e-05,"49","1587","1","7","0","1","1","0","Lactobacillus","acidophilus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae",17,3.78473327648812e-05,17,3.78765936019749e-05,"47","47678","1","1","1","1","0","0","Bacteroides","caccae"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis",17,3.78473327648812e-05,17,3.78765936019749e-05,"50","28117","1","1","1","1","0","0","Alistipes","putredinis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",16,3.56210190728294e-05,23,5.11904992340571e-05,"51","44009","1","12","0.75","1","1","0","Enterococcus","canis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris",16,3.56210190728294e-05,16,3.56485586842116e-05,"52","449673","1","1","1","1","0","0","Bacteroides","stercoris"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus phoeniculicola",14,3.11683916887257e-05,15.4,3.43402097596692e-05,"54","154621","1","3","0","0","1","1","Anaerobacillus","alkalidiazotrophicus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella clara",14,3.11683916887257e-05,14,3.11924888486852e-05,"53","454154","1","1","1","1","0","0","Paraprevotella","clara"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus kloosii",13,2.89420779966739e-05,11.3,2.51438609055513e-05,"55","29384","1","2","1","1","1","0","Staphylococcus","arlettae"
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia luti",13,2.89420779966739e-05,13,2.8964453930922e-05,"56","89014","1","2","0.5","1","0.5","0","Blautia","luti"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus bingmayongensis",12,2.67157643046221e-05,11.7,2.6026441963379e-05,"60","1150157","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis",12,2.67157643046221e-05,12,2.67364190131587e-05,"59","823","1","1","1","1","0","0","Parabacteroides","distasonis"
NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella massiliensis",12,2.67157643046221e-05,6,1.33682095065794e-05,"61","1816689","1","2","1","1","1","0","Sutterella","massiliensis"
NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella stercoricanis",12,2.67157643046221e-05,6,1.33682095065794e-05,"57","234908","1","2","1","1","1","0","Sutterella","massiliensis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas indica",12,2.67157643046221e-05,12,2.67763239247359e-05,"58","137658","1","2","1","1","1","0","Pseudomonas","aeruginosa"
NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Piscinibacter","Piscinibacter aquaticus",11,2.44894506125702e-05,10.8,2.40460137749882e-05,"62","392597","1","1","1","1","0","0","Piscinibacter","aquaticus"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pseudocitrobacter","Pseudocitrobacter faecalis",11,2.44894506125702e-05,11.2,2.48641095535075e-05,"63","1398493","1","18","0","0","1","1","Escherichia","fergusonii"
NA,NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Couchioplanes","Couchioplanes caeruleus",10,2.22631369205184e-05,2.3,5.11165131256736e-06,"68","56428","1","15","0.5","0.5","1","1","Asanoa","auranticolor"
NA,NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Krasilnikovia","Krasilnikovia cinnamomea",10,2.22631369205184e-05,2.3,5.11165131256736e-06,"67","349313","1","5","1","1","1","1","Actinoplanes","caeruleus"
NA,NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Pseudosporangium","Pseudosporangium ferrugineum",10,2.22631369205184e-05,2.3,5.11165131256736e-06,"66","439699","1","5","1","1","1","1","Actinoplanes","caeruleus"
NA,NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Symbioplanes","Symbioplanes lichenis",10,2.22631369205184e-05,2.3,5.11165131256736e-06,"70","1629072","1","5","1","1","1","1","Actinoplanes","caeruleus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus moraviensis",10,2.22631369205184e-05,11.4,2.5485604559469e-05,"69","155617","1","16","1","1","1","0","Enterococcus","crotali"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus callidus",10,2.22631369205184e-05,10,2.22803491776323e-05,"64","40519","1","1","1","1","0","0","Ruminococcus","callidus"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria polysaccharea",10,2.22631369205184e-05,10,2.22438860535629e-05,"65","489","1","1","0","1","1","0","Neisseria","meningitidis"
NA,NA,"Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter ginsenosidimutans",9,2.00368232284665e-05,4.5,1.00261571299345e-05,"72","490573","1","2","1","1","1","0","Solirubrobacter","ginsenosidimutans"
NA,NA,"Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter soli",9,2.00368232284665e-05,4.5,1.00261571299345e-05,"75","363832","1","2","1","1","1","0","Solirubrobacter","ginsenosidimutans"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Halalkalibacter","Halalkalibacter oceani",9,2.00368232284665e-05,9,2.01573479220732e-05,"77","1653776","1","5","1","1","1","1","Bacillus","acidicola"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus alkaliphilus",9,2.00368232284665e-05,8.8,1.96949403679841e-05,"76","1450019","1","12","1","1","1","1","Enterococcus","alkaliphilus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hominis",9,2.00368232284665e-05,8.9,1.98074371210158e-05,"71","1290","1","8","0.5","1","0.5","0","Staphylococcus","aureus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis",9,2.00368232284665e-05,9,2.00523142598691e-05,"73","487174","1","1","1","1","0","0","Barnesiella","intestinihominis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium","Pectobacterium carotovorum",9,2.00368232284665e-05,9.1,2.0184930429204e-05,"74","554","1","8","1","1","1","1","Escherichia","boydii"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",8,1.78105095364147e-05,8.2,1.82263012364406e-05,"78","1405","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea longicatena",8,1.78105095364147e-05,8,1.78242793421058e-05,"79","88431","1","1","1","1","0","0","Dorea","longicatena"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides ferulae",7,1.55841958443629e-05,2,4.50890242627969e-06,"90","2340821","1","2","0","1","1","0","Nocardioides","aquiterrae"
