"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",40930,0.0943309257014321,40861.2,0.0941910511437658,"1","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",39620,0.0913117829535974,37439.4,0.0863033114494167,"2","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",29160,0.0672047347533291,27949.7,0.0644281950628821,"3","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",27202,0.0626921534554204,27202,0.0627045617080032,"4","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",24465,0.0563842193326542,24205.7,0.0557976062844294,"5","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",23849,0.0549645308344357,23849,0.0549754271435552,"6","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",23227,0.0535310142014944,23143.7,0.0533495328780019,"7","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",22073,0.0508714029564552,22073,0.0508814875509578,"8","487","1","1","1","1","0","0","Neisseria","meningitidis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",19056,0.0439181558799534,19055.9,0.0439266302286645,"9","287","1","1","1","1","0","0","Pseudomonas","aeruginosa"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",17925,0.0413115524846853,17925,0.0413197410376613,"10","1660","1","2","1","1","0.5","0","Schaalia","odontolytica"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",16830,0.0387879178977548,16830,0.0387956072145484,"11","470","1","11","0.75","1","0.25","0","Acinetobacter","baumannii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",16187,0.0373060027932832,16212.6,0.0373723201835579,"12","888745","1","9","1","1","0.666666666666667","0","Streptococcus","agalactiae"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",13640,0.0314359596034091,13634.6,0.0314298178848458,"13","1596","1","4","1","1","1","0","Lactobacillus","gasseri"
