"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"34",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus massiliensis",55,0.000125055422289424,52.2,0.000118708746322745,"35","1640685","1"
"35",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae",55,0.000125055422289424,55,0.00012518806661826,"34","46503","1"
"36",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola massiliensis",53,0.00012050795238799,53,0.000120635773286687,"36","204516","1"
"37",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cytotoxicus",51,0.000115960482486557,51.3,0.000116864823966069,"37","580165","1"
"38",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae",44,0.000100044337831539,44,0.000100150453294608,"38","47678","1"
"39",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saprophyticus",43,9.77706028808222e-05,42.4,9.65257494611665e-05,"39","29385","1"
"40",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",37,8.41281931765214e-05,36.4,8.2938824609108e-05,"40","1352","1"
"41",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei",35,7.95807232750878e-05,35,7.97136777935942e-05,"41","357276","1"
"42",NA,NA,"Bacillota","Bacilli","Bacillales","Planococcaceae","Viridibacillus","Viridibacillus arvi",33,7.50332533736542e-05,33,7.51702544059237e-05,"43","263475","1"
"43",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus devriesei",33,7.50332533736542e-05,36,8.19146587342214e-05,"44","586733","1"
"44",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae",33,7.50332533736542e-05,32.9,7.48415634382783e-05,"42","622","1"
"45",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caecimuris",31,7.04857834722206e-05,29.8,6.7846695262483e-05,"46","1796613","1"
"46",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis",31,7.04857834722206e-05,31,7.05605466393832e-05,"45","28117","1"
"47",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",30,6.82120485215038e-05,19.5,4.44043080214874e-05,"47","1643","1"
"48",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris",28,6.36645786200703e-05,28,6.37321066420235e-05,"48","449673","1"
"49",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis",28,6.36645786200703e-05,28,6.37321066420235e-05,"49","487174","1"
"50",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia luti",27,6.13908436693535e-05,26.6,6.0658063617565e-05,"50","89014","1"
"51",NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus callidus",25,5.68433737679199e-05,25,5.69036666446639e-05,"51","40519","1"
"52",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis",24,5.45696388172031e-05,24,5.46275199788773e-05,"52","823","1"
"53",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus moraviensis",23,5.22959038664863e-05,22.2,5.05093309826484e-05,"54","155617","1"
"54",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius",23,5.22959038664863e-05,27.9,6.34631013107469e-05,"53","940190","1"
"55",NA,NA,"Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter ginsenosidimutans",20,4.54746990143359e-05,10,2.27614666578655e-05,"55","490573","1"
"56",NA,NA,"Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter soli",20,4.54746990143359e-05,10,2.27614666578655e-05,"56","363832","1"
"57",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus arlettae",18,4.09272291129023e-05,23.2,5.27790318147321e-05,"57","29378","1"
"58",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus avium",18,4.09272291129023e-05,20.7,4.70271600273288e-05,"58","33945","1"
"59",NA,NA,"Bacillota","Clostridia","Eubacteriales",NA,"Gemmiger","Gemmiger formicilis",17,3.86534941621855e-05,17,3.86944933183714e-05,"60","745368","1"
"60",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter rectalis",17,3.86534941621855e-05,16.9,3.84322419337132e-05,"61","515619","1"
"61",NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Piscinibacter","Piscinibacter aquaticus",17,3.86534941621855e-05,16.8,3.82616655949288e-05,"59","392597","1"
"62",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea longicatena",16,3.63797592114687e-05,16,3.64183466525849e-05,"62","88431","1"
"63",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter faecis",16,3.63797592114687e-05,16,3.64183466525849e-05,"63","1298596","1"
"64",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Lottiidibacillus","Lottiidibacillus patelloidae",15,3.41060242607519e-05,13.6,3.10353190429846e-05,"66","2670334","1"
"65",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus",15,3.41060242607519e-05,21.7,4.9481720603403e-05,"64","417368","1"
"66",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia faecis",15,3.41060242607519e-05,15,3.41421999867983e-05,"65","871665","1"
"67",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas indica",14,3.18322893100351e-05,14,3.18751061585571e-05,"67","137658","1"
"68",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus",13,2.95585543593183e-05,11,2.50278242331246e-05,"68","1587","1"
"69",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","Cronobacter dublinensis",13,2.95585543593183e-05,12.4,2.81144190241462e-05,"69","413497","1"
"70",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria grayi",12,2.72848194086015e-05,11.6,2.64591484660457e-05,"70","1641","1"
"71",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes finegoldii",12,2.72848194086015e-05,10.2,2.32129816443017e-05,"71","214856","1"
"72",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium","Pectobacterium carotovorum",12,2.72848194086015e-05,11.8,2.68067351346354e-05,"72","554","1"
"73",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",11,2.50110844578847e-05,18.3,4.16304458792278e-05,"74","1640","1"
"74",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Macrococcus","Macrococcus brunensis",11,2.50110844578847e-05,10.2,2.32181664352969e-05,"78","198483","1"
"75",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",11,2.50110844578847e-05,12.5,2.83822691721479e-05,"73","44009","1"
"76",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecichinchillae",11,2.50110844578847e-05,6,1.36704078229633e-05,"79","1236513","1"
"77",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecis",11,2.50110844578847e-05,6,1.36704078229633e-05,"75","1077285","1"
"78",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella clara",11,2.50110844578847e-05,11,2.50376133236521e-05,"76","454154","1"
"79",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga","Microvirga ossetica",11,2.50110844578847e-05,3.5,7.94717628291765e-06,"80","1882682","1"
"80",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga","Microvirga rosea",11,2.50110844578847e-05,3.5,7.94717628291765e-06,"81","2715425","1"
"81",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga","Microvirga zambiensis",11,2.50110844578847e-05,3.5,7.94717628291765e-06,"77","864070","1"
"82",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria polysaccharea",10,2.2737349507168e-05,10,2.27662507463477e-05,"82","489","1"
"83",NA,NA,"Actinomycetota","Actinomycetes","Geodermatophilales","Geodermatophilaceae","Modestobacter","Modestobacter lapidis",9,2.04636145564512e-05,8.8,2.01062588728491e-05,"92","1608613","1"
"84",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Alkalihalobacillus","Alkalihalobacillus macyae",9,2.04636145564512e-05,9.8,2.23293946363846e-05,"88","157733","1"
"85",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus bingmayongensis",9,2.04636145564512e-05,9.2,2.10420551988359e-05,"91","1150157","1"
"86",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Heyndrickxia","Heyndrickxia ginsengihumi",9,2.04636145564512e-05,8.8,2.00866448629836e-05,"89","363870","1"
"87",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Sutcliffiella","Sutcliffiella cohnii",9,2.04636145564512e-05,9,2.04105100421607e-05,"83","33932","1"
"88",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hominis",9,2.04636145564512e-05,9.4,2.15073519986248e-05,"86","1290","1"
"89",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum",9,2.04636145564512e-05,8.5,1.94249975148343e-05,"90","1353","1"
"90",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Sarcina","Sarcina ventriculi",9,2.04636145564512e-05,9,2.0485319992079e-05,"84","1267","1"
"91",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","[Ruminococcus] torques",9,2.04636145564512e-05,9,2.0485319992079e-05,"85","33039","1"
"92",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis",9,2.04636145564512e-05,9,2.0485319992079e-05,"87","820","1"
"93",NA,NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes missouriensis",8,1.81898796057344e-05,6.2,1.41865473635093e-05,"95","1866","1"
"94",NA,NA,"Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia hydrocarbonoxydans",8,1.81898796057344e-05,6.2,1.41511420222354e-05,"94","76726","1"
"95",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus auricularis",8,1.81898796057344e-05,8.1,1.84822317880959e-05,"93","29379","1"
"96",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Skermanella","Skermanella aerolata",8,1.81898796057344e-05,8,1.82091733262924e-05,"96","393310","1"
"97",NA,NA,"Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","Streptomyces libani",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"108","68043","1"
"98",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter dokdonellae",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"120","2211210","1"
"99",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter globiformis",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"97","1665","1"
"100",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter humicola",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"107","409291","1"
"101",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter livingstonensis",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"113","670078","1"
"102",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter oryzae",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"106","409290","1"
"103",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter pascens",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"98","1677","1"
"104",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter pokkalii",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"119","1581172","1"
"105",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter psychrochitiniphilus",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"109","291045","1"
"106",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Paeniglutamicibacter","Paeniglutamicibacter cryotolerans",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"114","670079","1"
"107",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter equi",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"111","728066","1"
"108",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter oxydans",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"100","1671","1"
"109",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter phenanthrenivorans",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"116","930171","1"
"110",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter polychromogenes",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"99","1676","1"
"111",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter scleromae",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"103","158897","1"
"112",NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter siccitolerans",7,1.59161446550176e-05,0.4,9.94450876264682e-07,"110","861266","1"
"113",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Heyndrickxia","Heyndrickxia acidicola",7,1.59161446550176e-05,7.2,1.63037800412909e-05,"102","209389","1"
"114",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes",7,1.59161446550176e-05,7,1.58957414637222e-05,"112","1639","1"
"115",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus canis",7,1.59161446550176e-05,7.3,1.66657637387358e-05,"104","214095","1"
"116",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus troglodytae",7,1.59161446550176e-05,7,1.59354669993451e-05,"117","1111760","1"
"117",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharobutylicum",7,1.59161446550176e-05,7,1.59347735050016e-05,"101","169679","1"
"118",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum","Anaerobutyricum hallii",7,1.59161446550176e-05,7,1.59330266605059e-05,"118","39488","1"
"119",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus comes",7,1.59161446550176e-05,7,1.59330266605059e-05,"105","470146","1"
"120",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter","Coprobacter fastidiosus",7,1.59161446550176e-05,7,1.59330266605059e-05,"115","1349822","1"
"121",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides marmoribigeumensis",6,1.36424097043008e-05,6,1.36568799947193e-05,"143","433649","1"
"122",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus carboniphilus",6,1.36424097043008e-05,7.5,1.71665310854222e-05,"124","86663","1"
"123",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Halalkalibacter","Halalkalibacter oceani",6,1.36424097043008e-05,7.7,1.75327808885825e-05,"145","1653776","1"
"124",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria ivanovii",6,1.36424097043008e-05,8.3,1.89360344583863e-05,"130","1638","1"
"125",NA,NA,"Bacillota","Bacilli","Bacillales","Planococcaceae","Planococcus","Planococcus antarcticus",6,1.36424097043008e-05,6,1.3673777310355e-05,"126","161360","1"
"126",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus","Mammaliicoccus sciuri",6,1.36424097043008e-05,6.3,1.43968930482663e-05,"127","1296","1"
"127",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus nepalensis",6,1.36424097043008e-05,6.1,1.38750122921589e-05,"129","214473","1"
"128",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus cecorum",6,1.36424097043008e-05,6,1.36964206779494e-05,"125","44008","1"
"129",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Bombilactobacillus","Bombilactobacillus bombi",6,1.36424097043008e-05,7.4,1.68950992373855e-05,"144","1303590","1"
"130",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus dysgalactiae",6,1.36424097043008e-05,5.4,1.2224270078183e-05,"128","1334","1"
"131",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium butyricum",6,1.36424097043008e-05,6,1.36578742575669e-05,"132","1492","1"
"132",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Odoribacter splanchnicus",6,1.36424097043008e-05,6,1.36568799947193e-05,"137","28118","1"
"133",NA,NA,"Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Nitrospira japonica",6,1.36424097043008e-05,6,1.36568799947193e-05,"142","1325564","1"
"134",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium denitrificans",6,1.36424097043008e-05,1.2,2.7313759981764e-06,"141","2734912","1"
"135",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium elkanii",6,1.36424097043008e-05,1.2,2.7313759981764e-06,"131","29448","1"
"136",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium liaoningense",6,1.36424097043008e-05,1.2,2.7313759981764e-06,"135","43992","1"
"137",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium oligotrophicum",6,1.36424097043008e-05,1.2,2.7313759981764e-06,"121","1245469","1"
"138",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium pachyrhizi",6,1.36424097043008e-05,1.2,2.7313759981764e-06,"140","280333","1"
"139",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium etli",6,1.36424097043008e-05,1.5,3.41421999862318e-06,"138","29449","1"
"140",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium indigoferae",6,1.36424097043008e-05,1.5,3.41421999862318e-06,"136","158891","1"
"141",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium","Rhizobium leguminosarum",6,1.36424097043008e-05,1.5,3.41421999862318e-06,"134","384","1"
