"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",97975,0.128192044046512,97785.2,0.127996437728164,"1","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",75350,0.0985891351763679,75350,0.0986297851264848,"2","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",67614,0.0884672300705367,67637.8,0.0885348135220655,"3","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",54636,0.0714866090178638,54636,0.0715160844433272,"4","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",51244,0.0670484624151002,51244,0.0670761074864041,"5","487","1","1","1","1","0","0","Neisseria","meningitidis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",45094,0.0590017048658677,45094,0.0590260324058355,"6","470","1","1","1","1","0","0","Acinetobacter","baumannii"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",43281,0.0566295469086713,43281,0.0566528813317861,"7","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",37644,0.0492540066964724,37662.8,0.0492989637859054,"8","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",36625,0.047920730933437,36583.9,0.0478866511754074,"9","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",35366,0.0462734353636022,35366,0.0462925148697326,"10","210","1","1","1","1","0","0","Helicobacter","pylori"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",34291,0.0448668883123136,34290.8,0.0448851772220264,"11","287","1","1","1","1","0","0","Pseudomonas","aeruginosa"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",33704,0.044098848201517,33704,0.0441170308473496,"12","1660","1","1","1","1","0","0","Schaalia","odontolytica"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",30383,0.0397535991249315,30328.4,0.0396985757047484,"13","1351","1","9","0","1","1","0","Enterococcus","canis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",28151,0.0368332149216979,28151,0.0368483391861252,"14","562","1","8","1","1","1","1","Shigella","coli"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",22045,0.0288440276703786,22084.6,0.0289077643459434,"15","888745","1","1","1","1","0","0","Streptococcus","agalactiae"
NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",19776,0.0258752320802635,19776,0.0258859009333674,"16","1063","1","2","1","1","1","0","Cereibacter","johrii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",19519,0.0255389692038159,19520,0.025550866269566,"17","1596","1","7","1","1","1","0","Lactobacillus","gasseri"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",15307,0.0200279215944879,15307,0.0200361795258439,"18","837","1","1","1","1","0","0","Porphyromonas","gingivalis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",3804,0.00497721393776912,3806.5,0.00498259056912229,"19","1313","1","2","1","1","1","0","Streptococcus","pneumoniae"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",3008,0.00393571491188473,3008,0.0039373376874062,"20","1747","1","1","1","1","0","0","Cutibacterium","acnes"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",2321,0.0030368332149217,2321,0.00303808536483202,"21","537011","1","1","1","1","0","0","Segatella","copri"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",1666,0.0021798208255319,1669.2,0.00218496744122593,"22","1354","1","13","0.833333333333333","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus arlettae",1201,0.00157140744985823,1200.6,0.00157153072730257,"23","29378","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",444,0.000580936642578731,603.1,0.000789466314778097,"24","1282","1","8","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus manliponensis",369,0.000482805452953945,365.4,0.000478242622662746,"25","574376","1","1","1","1","0","0","Bacillus","manliponensis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",255,0.000333646044724271,259.1,0.000339121260343807,"26","1139996","1","20","0.285714285714286","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus agnetis",232,0.000303552479906003,203.3,0.000266075388977446,"27","985762","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",163,0.000213271785451201,163,0.000213359721873167,"28","33025","1","1","1","1","0","0","Phascolarctobacterium","faecium"
