"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",71047,0.0932414484597778,70887.6,0.0930453880556979,"1","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",63167,0.0828998068160343,59658.6,0.0783065472718009,"2","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",54636,0.0717037985847175,54636,0.0717139631953376,"3","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",51244,0.0672521680700502,51244,0.0672617012072121,"4","487","1","1","1","1","0","0","Neisseria","meningitidis"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",45850,0.0601731306301577,44064.2,0.057837620262427,"5","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",45056,0.0591310921193541,45056,0.0591394744368993,"6","470","1","1","1","1","0","0","Acinetobacter","baumannii"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",43281,0.0568015979673687,43281,0.056809634872544,"7","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",36626,0.0480676353862629,36603.8,0.0480453352799608,"8","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",35366,0.0464140226361212,35366,0.0464206022103798,"9","210","1","1","1","1","0","0","Helicobacter","pylori"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",34057,0.0446961027234739,34056.5,0.044701777400799,"10","287","1","1","1","1","0","0","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",33913,0.044507118409172,33559.7,0.044049645360053,"11","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",33684,0.0442065808537891,33684,0.0442128472612137,"12","1660","1","1","1","1","0","0","Schaalia","odontolytica"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",22031,0.0289132876971211,21446.6,0.0281503533364833,"13","562","1","8","1","1","1","1","Shigella","boydii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",21853,0.0286796820863868,21859.9,0.0286928318353939,"14","888745","1","1","1","1","0","0","Streptococcus","agalactiae"
NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",19755,0.0259262856182937,19755,0.0259299597723417,"15","1063","1","2","1","1","1","0","Cereibacter","johrii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",19229,0.0252359679146631,19228.6,0.0252389826553135,"16","1596","1","4","1","1","1","0","Lactobacillus","gasseri"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",15351,0.0201465153392268,16542.8,0.021713709191546,"17","1405","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",15307,0.020088770132079,15307,0.0200916178825506,"18","837","1","1","1","1","0","0","Porphyromonas","gingivalis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",14061,0.0184535308569389,12635,0.0165843489853438,"19","1351","1","9","0","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",13950,0.0183078554479978,18438.1,0.0242014728389778,"20","29388","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",12858,0.016874724397875,11536,0.0151419280839486,"21","1282","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",10584,0.0138903471011906,11611.5,0.0152409237132096,"22","1354","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",5802,0.00761449299708124,6383.2,0.00837849883299097,"23","564","1","7","1","1","1","1","Escherichia","boydii"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum",4143,0.00543723620939462,4297.3,0.00564051584856574,"24","36745","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis",3756,0.00492934086470823,3181.5,0.00417594400718029,"25","1428","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",3751,0.00492277890935052,3752.7,0.00492576235889673,"26","1313","1","2","1","1","1","0","Streptococcus","pneumoniae"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",3474,0.00455924658253365,3813.8,0.00500584722989246,"27","1643","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus pasteuri",3354,0.00440175965394872,2423.7,0.00318135817089674,"28","45972","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",3008,0.00394767234319551,3008,0.00394823195702028,"29","1747","1","1","1","1","0","0","Cutibacterium","acnes"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",2730,0.0035828276253071,2747.2,0.00360596508625107,"30","1352","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",2321,0.00304605967704681,2321,0.00304649148137452,"31","537011","1","1","1","1","0","0","Segatella","copri"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saccharolyticus",1910,0.00250666694664343,1994,0.00261722669981005,"32","33028","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis",1709,0.00224287634126368,2860.1,0.0037541373052132,"33","1392","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",1357,0.00178091468408122,1524.1,0.00200053841488442,"34","44009","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus petrasii",1113,0.0014606912626252,1846.6,0.00242381608220719,"35","1276936","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",1052,0.0013806354072612,1306.3,0.00171467038546236,"36","1281","1","10","0.25","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",932,0.00122314847867627,1004.5,0.0013184595274254,"37","1139996","1","17","0.5","1","1","0.166666666666667","Enterococcus","saccharolyticus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saprophyticus",758,0.000994792432228125,743.9,0.000976419661961302,"38","29385","1","9","0.2","1","1","0","Staphylococcus","arlettae"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans",458,0.000601075110765806,490.9,0.000644364681965653,"39","53345","1","9","0","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caprae",387,0.000507895344686391,491.6,0.000645203943265481,"40","29380","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus albus",375,0.000492146651827898,267.3,0.000350902160851639,"41","2026189","1","10","1","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus mundtii",288,0.000377968628603826,340.9,0.000447404141832908,"42","53346","1","9","1","1","0.666666666666667","0","Enterococcus","mundtii"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Metapseudomonas","Metapseudomonas resinovorans",253,0.000332034941099889,228.7,0.000300234550135746,"43","53412","1","2","0","0","1","1","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pseudomycoides",236,0.000309724292883691,238.6,0.000313148805137797,"44","64104","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hominis",225,0.000295287991096739,212.5,0.000278864146078566,"45","1290","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus kloosii",204,0.000267727778594377,197,0.000258556123766231,"46","29384","1","1","0","1","1","0","Staphylococcus","pseudolugdunensis"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria innocua",200,0.000262478214308212,210,0.000275587954200605,"47","1642","1","6","1","1","1","0","Listeria","innocua"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella sonnei",188,0.00024672952144972,173.9,0.000228220941427261,"48","624","1","8","1","1","1","1","Shigella","boydii"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus wiedmannii",179,0.00023491800180585,216.3,0.000283871162460871,"49","1890302","1","10","1","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus chromogenes",177,0.000232293219662768,169.7,0.000222715221687142,"50","46126","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus pseudoavium",166,0.000217856917875816,145.4,0.000190825492705556,"51","44007","1","9","0","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus villorum",163,0.000213919744661193,149.5,0.000196224810283855,"53","112904","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",163,0.000213919744661193,163,0.000213950069566587,"52","33025","1","1","1","1","0","0","Phascolarctobacterium","faecium"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus agnetis",156,0.000204733007160406,163.5,0.000214651007711207,"54","985762","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium puniceum",150,0.000196858660731159,154.7,0.00020302105865166,"55","29367","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus",133,0.000174548012514961,94.9,0.000124624167741772,"56","1579","1","7","1","1","1","0","Lactobacillus","acidophilus"
