"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",32166,0.0904441226503958,32077.3,0.0902115255597706,"1","1520","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",27501,0.0773271098989161,25799.5,0.0725562244296818,"2","1280","1"
"3",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",24403,0.0686161762431638,24403,0.0686289122174918,"3","470","1"
"4",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",23329,0.0655963109280322,22167.8,0.0623429588539851,"4","1396","1"
"5",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",23006,0.0646881018993659,23006,0.0647001071565679,"5","487","1"
"6",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",20366,0.0572649692811652,20366,0.0572755983902312,"6","1299","1"
"7",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",18387,0.0517004316101731,18382,0.051696025513284,"7","1309","1"
"8",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",17913,0.050367641890087,17913,0.0503769459445185,"8","821","1"
"9",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",17822,0.0501117687581718,17821.7,0.0501202754544924,"9","287","1"
"10",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",16235,0.0456494538092761,15948.3,0.044851751941964,"10","1640","1"
"11",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",15764,0.0443250994671653,15764,0.044333326771266,"11","210","1"
"12",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",13609,0.0382656862882931,13609,0.0382727855677175,"12","1660","1"
"13",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",9836,0.0276567925881146,9643.8,0.0271213444524605,"13","562","1"
"14",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",8747,0.0245947503831067,8747.1,0.0245996143908832,"14","888745","1"
"15",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",8546,0.0240295800587665,8546,0.0240340384239482,"15","1063","1"
"16",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",8177,0.0229920285678134,8989.2,0.0252805508840587,"16","1405","1"
"17",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",8105,0.0227895794964079,8105,0.0227938095223127,"17","837","1"
