"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",22374,0.0941226952055227,21374.2,0.0899407692326847,"1","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",19986,0.084076883274228,19952.3,0.0839574276029146,"2","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",15823,0.0665640210171174,15166.7,0.0638200375283609,"3","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",14529,0.0611204361598748,14529,0.0611366390309263,"4","470","1","11","0.5","1","0.5","0","Acinetobacter","baumannii"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",14252,0.0599551556301559,14252,0.0599710496196055,"5","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",12841,0.0540193764697469,12841,0.0540336793330371,"6","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",12319,0.0518234326556196,12319,0.0518371709385787,"7","487","1","1","1","1","0","0","Neisseria","meningitidis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",12042,0.0506581521259008,12019.9,0.0505787057498053,"8","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",11930,0.0501869917673141,11786.8,0.0495975739337835,"9","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",11708,0.0492530846279726,11707.9,0.0492658297752336,"10","287","1","3","1","1","1","0","Pseudomonas","aeruginosa"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",10502,0.0441796971953338,10502,0.0441914062935706,"11","1660","1","1","1","1","0","0","Schaalia","odontolytica"
NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",8941,0.0376128996975319,8941,0.0376228708005117,"12","210","1","1","1","1","0","0","Helicobacter","pylori"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",8678,0.0365065142126363,8688.7,0.036561377224328,"13","888745","1","1","1","1","0","0","Streptococcus","agalactiae"
NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",6801,0.0286103714173934,6801,0.0286179542177099,"14","1063","1","2","1","1","1","0","Cereibacter","johrii"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",6418,0.0269991712625836,6232.8,0.0262272327662141,"15","562","1","7","1","1","1","1","Escherichia","boydii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",6130,0.0257876160547892,6128.1,0.0257863349739777,"16","1596","1","7","1","1","1","0","Lactobacillus","gasseri"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",6001,0.0252449402846313,5766.8,0.0242662304124067,"17","1351","1","10","0.2","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",5150,0.0216649629171557,5635.7,0.023714650255441,"18","1405","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",5083,0.0213831080597869,4523.7,0.0190353405181438,"19","1282","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",4579,0.0192628864461468,4579,0.0192679929610727,"20","837","1","1","1","1","0","0","Porphyromonas","gingivalis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",4195,0.017647479502421,5655.5,0.0237977364992486,"21","29388","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",3070,0.0129148419719744,3248.2,0.0136682664550619,"22","1354","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",1734,0.00729457198026175,1918.7,0.00807372726528343,"23","564","1","7","1","1","1","1","Escherichia","boydii"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",1319,0.00554875458014143,1452.3,0.00611134862894867,"24","1643","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",1318,0.00554454779122548,1319,0.00555016936574704,"25","1313","1","8","1","1","1","0","Streptococcus","pneumoniae"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis",1292,0.00543517127941071,1297.5,0.00545965485020571,"26","1428","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum",1043,0.00438768083933852,1076.6,0.00453025462213396,"27","36745","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caprae",908,0.00381976433568493,664.9,0.0027978517264515,"28","29380","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",830,0.00349163480024063,830,0.00349256042550327,"29","537011","1","1","1","1","0","0","Segatella","copri"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",801,0.003369637921678,801,0.00337053120581701,"30","1747","1","1","1","1","0","0","Cutibacterium","acnes"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",631,0.00265448380596607,564.6,0.00237569334117077,"31","1352","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis",527,0.002216977758707,699.3,0.00294241893455491,"32","1392","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus petrasii",501,0.00210760124689223,602.8,0.00253639312790918,"33","1276936","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",326,0.00137141318660054,422.1,0.00177616917237327,"34","44009","1","12","1","1","1","0.25","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus pasteuri",271,0.00114003979622314,422.1,0.0017762118424637,"35","45972","1","7","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saprophyticus",211,0.000887632461265991,209.5,0.000881736935755965,"36","29385","1","10","0.2","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",204,0.000858184938854323,212.8,0.000895314143579831,"37","1281","1","10","0.75","1","1","0","Staphylococcus","carnosus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",186,0.000782462738367177,183.7,0.000772920884114898,"38","1139996","1","19","0.142857142857143","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pseudomycoides",125,0.000525848614494071,108.2,0.000455475986504453,"39","64104","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans",117,0.00049219430316645,153.2,0.000644617028324262,"40","53345","1","9","0","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saccharolyticus",90,0.000378611002435731,129.5,0.000544798485404912,"41","33028","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus chromogenes",89,0.000374404213519778,96.1,0.000404566065089098,"42","46126","1","7","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mobilis",84,0.000353370268940015,69,0.000290307847931246,"43","2026190","1","10","1","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria innocua",77,0.000323922746528347,79.3,0.000333735622151283,"44","1642","1","6","1","1","1","0","Listeria","innocua"
NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",68,0.000286061646284774,68,0.000286137480643641,"45","33025","1","1","1","1","0","0","Phascolarctobacterium","faecium"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sanguinis",55,0.000231373390377391,38.2,0.000160786842221964,"46","1305","1","9","0","1","1","0","Streptococcus","agalactiae"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella flexneri",51,0.000214546234713581,49.7,0.000209297702610149,"47","623","1","7","1","1","1","1","Escherichia","boydii"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus luti",50,0.000210339445797628,64.4,0.000270950111445913,"49","2026191","1","10","1","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus",50,0.000210339445797628,37,0.000155621458246128,"48","47770","1","8","1","1","1","0","Lactobacillus","acidophilus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius",49,0.000206132656881676,49.3,0.000207269900715228,"51","940190","1","9","0","0","1","1","Enterococcus","canis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Metapseudomonas","Metapseudomonas resinovorans",49,0.000206132656881676,44.1,0.000185672371009709,"50","53412","1","2","0","0","1","1","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hyicus",47,0.000197719079049771,42.3,0.000178068020800613,"52","1284","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus avium",45,0.000189305501217865,42.3,0.000178045477041593,"53","33945","1","9","0","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus mundtii",40,0.000168271556638103,43.4,0.000182447863647391,"54","53346","1","10","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus xylosus",38,0.000159857978806197,36.1,0.000151749675227213,"55","1288","1","10","0","1","1","0","Staphylococcus","arlettae"
