"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",26412,0.123637793506348,25636.5,0.12010018813096,"1","1280","1"
"2",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",22846,0.106944912556642,22846,0.10702757821072,"2","470","1"
"3",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",19676,0.0921057559075759,19676,0.092176943673379,"3","1520","1"
"4",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",19093,0.0893766617982998,19129.5,0.0896168271680004,"4","1396","1"
"5",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",11850,0.0554712953600719,11850,0.0555141267402575,"5","821","1"
"6",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",11476,0.0537205557428004,11476,0.053762080381703,"6","487","1"
"7",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",10975,0.0513753136351721,10975,0.0514150258363433,"7","1299","1"
"8",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",10592,0.0495824439201588,10592,0.0496207083906858,"8","287","1"
"9",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria innocua",10568,0.0494700969928472,10582,0.0495738370534142,"9","1642","1"
"10",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",9822,0.0459779800022469,9807,0.0459434549037216,"10","1309","1"
"11",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",8666,0.0405666030034079,8666,0.040597960264032,"11","210","1"
"12",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",8577,0.0401499831479609,8577.2,0.0401820260552714,"12","562","1"
"13",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",8087,0.037856233382017,8087,0.0378854949199705,"13","1660","1"
"14",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",7846,0.0367280829869303,7834.6,0.0367029398640209,"14","1351","1"
"15",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",7299,0.0341675092686215,7313.4,0.0342615851098435,"15","888745","1"
"16",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",5295,0.0247865408381081,5295.4,0.0248076718937741,"16","1596","1"
"17",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",4629,0.0216689136052129,4629,0.0216856632889688,"17","1063","1"
"18",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",4405,0.0206203422836385,4405,0.0206362811048613,"18","837","1"
"19",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",1681,0.00786896603377898,2413.1,0.0113049623166643,"19","1282","1"
"20",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",1042,0.00487772909410928,1042.3,0.00488308796685516,"20","1313","1"
"21",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",834,0.00390405572407595,834,0.00390707270034006,"21","1747","1"
"22",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",536,0.00250908137662435,536,0.0025110208517795,"22","537011","1"
"23",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",300,0.00140433659139423,293.1,0.00137322754803796,"23","1354","1"
"24",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus kloosii",135,0.000631951466127401,134.7,0.000631191493234243,"24","29384","1"
"25",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus chromogenes",130,0.000608545856270831,128.6,0.000602394042656976,"25","46126","1"
"26",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",55,0.000257461708422275,56.7,0.00026543954866801,"26","1139996","1"
"27",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus manliponensis",47,0.000220012732651762,46.4,0.000217444968352046,"27","574376","1"
"28",NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",36,0.000168520390967307,36,0.000168650654223996,"28","33025","1"
"29",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus",28,0.000131071415196794,31.8,0.000149050785684909,"29","417368","1"
"30",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hyicus",24,0.000112346927311538,24.9,0.000116541725922518,"30","1284","1"
"31",NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii",22,0.00010298468336891,22,0.000103064288692442,"31","853","1"
"32",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius",18,8.42601954836535e-05,19.2,8.98517638292209e-05,"32","940190","1"
"33",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Metapseudomonas","Metapseudomonas resinovorans",17,7.95790735123394e-05,16.9,7.91100440252141e-05,"33","53412","1"
"34",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei",16,7.48979515410253e-05,16,7.50027881342811e-05,"34","357276","1"
"35",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",14,6.55357075983972e-05,14.1,6.59343422549568e-05,"35","1281","1"
"36",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae",12,5.6173463655769e-05,11.6,5.42666457653258e-05,"36","622","1"
"37",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",11,5.14923416844549e-05,8.6,4.0396820410361e-05,"39","1640","1"
"38",NA,NA,"Bacillota","Bacilli","Bacillales","Planococcaceae","Viridibacillus","Viridibacillus arvi",11,5.14923416844549e-05,11.1,5.19866920037188e-05,"38","263475","1"
"39",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",11,5.14923416844549e-05,10.8,5.07759443247278e-05,"37","44009","1"
"40",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae",8,3.74489757705127e-05,8,3.74779231608881e-05,"40","47678","1"
"41",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae",8,3.74489757705127e-05,8,3.74779231608881e-05,"41","46503","1"
"42",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",8,3.74489757705127e-05,6.7,3.12245954303724e-05,"42","564","1"
"43",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",7,3.27678537991986e-05,7.8,3.65550105733182e-05,"43","1352","1"
"44",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria grayi",6,2.80867318278845e-05,6.3,2.95014542543932e-05,"44","1641","1"
"45",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus cohnii",6,2.80867318278845e-05,5.4,2.54413461888826e-05,"45","29382","1"
"46",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus devriesei",6,2.80867318278845e-05,6.7,3.14765491120109e-05,"51","586733","1"
"47",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium puniceum",6,2.80867318278845e-05,6,2.81148120070612e-05,"50","29367","1"
"48",NA,NA,"Bacillota","Clostridia","Eubacteriales",NA,"Gemmiger","Gemmiger formicilis",6,2.80867318278845e-05,6,2.8108442370666e-05,"47","745368","1"
"49",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola massiliensis",6,2.80867318278845e-05,6,2.8108442370666e-05,"46","204516","1"
"50",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis",6,2.80867318278845e-05,6,2.8108442370666e-05,"48","487174","1"
"51",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis",6,2.80867318278845e-05,6,2.8108442370666e-05,"49","28117","1"
"52",NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Piscinibacter","Piscinibacter defluvii",6,2.80867318278845e-05,5.9,2.76080329480274e-05,"52","1796922","1"
"53",NA,NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Actinoplanes","Actinoplanes auranticolor",5,2.34056098565704e-05,5,2.3423701975555e-05,"53","47988","1"
"54",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cytotoxicus",5,2.34056098565704e-05,4.5,2.10272039408257e-05,"60","580165","1"
"55",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",5,2.34056098565704e-05,5,2.35153804239097e-05,"56","1643","1"
"56",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans",5,2.34056098565704e-05,5.6,2.61160931125589e-05,"55","53345","1"
"57",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus dysgalactiae",5,2.34056098565704e-05,5,2.34275960754597e-05,"54","1334","1"
"58",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia luti",5,2.34056098565704e-05,5,2.3423701975555e-05,"59","89014","1"
"59",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides xylanisolvens",5,2.34056098565704e-05,4.4,2.07341531130815e-05,"57","657309","1"
"60",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga","Microvirga ossetica",5,2.34056098565704e-05,1.5,7.15143240048048e-06,"61","1882682","1"
"61",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga","Microvirga rosea",5,2.34056098565704e-05,1.5,7.15143240048048e-06,"62","2715425","1"
"62",NA,NA,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga","Microvirga zambiensis",5,2.34056098565704e-05,1.5,7.15143240048048e-06,"58","864070","1"
"63",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides islandensis",4,1.87244878852563e-05,3.9,1.84048106332062e-05,"68","433663","1"
