"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus albus",66,0.0003514264719977,59.4,0.000316071697461541,"51","2026189","1","10","1","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hominis",64,0.000340777184967466,84.5,0.00045018217461072,"52","1290","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus pseudoavium",52,0.000276881462786066,62.2,0.00033098494670578,"53","44007","1","19","0","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",48,0.0002555828887256,48,0.000255626444555689,"54","33025","1","1","1","1","0","0","Phascolarctobacterium","faecium"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus johnsonii",46,0.000244933601695367,49,0.000261144474351729,"55","33959","1","7","1","1","1","0","Lactobacillus","acidophilus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus lutetiensis",44,0.000234284314665133,52.9,0.000281709928300341,"57","150055","1","9","1","1","1","0","Streptococcus","agalactiae"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mitis",44,0.000234284314665133,39.9,0.00021273378323196,"56","28037","1","8","0.6","1","1","0","Streptococcus","pneumoniae"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus wiedmannii",43,0.000228959671150017,46.5,0.000247406530147409,"59","1890302","1","10","1","1","1","0","Bacillus","albus"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella flexneri",43,0.000228959671150017,39.5,0.000210202305873132,"58","623","1","7","1","1","1","1","Escherichia","boydii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus ratti",38,0.000202336453574433,41.2,0.000219614507162446,"60","150033","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium puniceum",34,0.000181037879513967,35.1,0.000186957091363124,"61","29367","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas guezennei",33,0.00017571323599885,26.2,0.000139378583570026,"62","310348","1","1","0","1","1","0","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus intermedius",32,0.000170388592483733,37.8,0.000201273036164002,"64","1285","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus kloosii",32,0.000170388592483733,31,0.00016518079446936,"63","29384","1","8","1","1","1","0","Staphylococcus","arlettae"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum",32,0.000170388592483733,28,0.000149275839040432,"65","1353","1","12","0.5","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus toyonensis",29,0.000154414661938383,46.8,0.000248994559827002,"67","155322","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus hamsteri",29,0.000154414661938383,25.4,0.000135183171896726,"66","96565","1","7","0","1","1","0","Lactobacillus","acidophilus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius",25,0.000133116087877917,27,0.000143708171607629,"68","940190","1","11","0","0","1","1","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus arlettae",23,0.000122466800847683,25.3,0.000134961267278594,"69","29378","1","8","1","1","1","0","Staphylococcus","arlettae"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus villorum",22,0.000117142157332567,28.1,0.000149769292099599,"70","112904","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus agnetis",20,0.000106492870302333,20.6,0.00010978340126129,"73","985762","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus devriesei",20,0.000106492870302333,20.8,0.00011083990297124,"74","586733","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sanguinis",20,0.000106492870302333,25.5,0.000135991894881588,"71","1305","1","9","0","1","1","0","Streptococcus","agalactiae"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii",20,0.000106492870302333,20,0.000106511018564871,"72","853","1","1","1","1","0","0","Faecalibacterium","prausnitzii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus massiliensis",18,9.58435832720999e-05,16.9,8.97364342890557e-05,"76","1640685","1","11","0","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus kalixensis",18,9.58435832720999e-05,25,0.000133319475174497,"75","227944","1","7","0","1","1","0","Lactobacillus","acidophilus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pacificus",17,9.05189397569833e-05,23.7,0.000126265997680953,"78","2026187","1","10","1","1","1","0","Bacillus","albus"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Metapseudomonas","Metapseudomonas otitidis",17,9.05189397569833e-05,22.2,0.00011822932797955,"77","319939","1","1","0","0","1","1","Pseudomonas","aeruginosa"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia meyeri",16,8.51942962418666e-05,15.8,8.39694238847054e-05,"79","52773","1","1","0","1","1","0","Schaalia","odontolytica"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus moraviensis",15,7.98696527267499e-05,16.7,8.8865674562499e-05,"84","155617","1","11","0.5","1","1","0.5","Enterococcus","casseliflavus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus phoeniculicola",15,7.98696527267499e-05,16,8.52119449481311e-05,"83","154621","1","16","0.5","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus dysgalactiae",15,7.98696527267499e-05,15.7,8.3761037212555e-05,"81","1334","1","7","0.4","1","1","0","Streptococcus","agalactiae"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae",15,7.98696527267499e-05,15,7.98832639236529e-05,"82","46503","1","1","1","1","0","0","Parabacteroides","merdae"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae",15,7.98696527267499e-05,16,8.54598691795054e-05,"80","622","1","7","0","1","1","1","Escherichia","boydii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus delbrueckii",14,7.45450092116333e-05,18.9,0.000100552659602849,"85","1584","1","4","0","1","1","0","Lactobacillus","gasseri"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus taiwanensis",14,7.45450092116333e-05,18,9.59978772515415e-05,"86","508451","1","7","1","1","1","0","Lactobacillus","acidophilus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus cohnii",13,6.92203656965166e-05,14.8,7.87647750385229e-05,"88","29382","1","2","0","1","1","0","Staphylococcus","arlettae"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus callidus",13,6.92203656965166e-05,13,6.92321620671658e-05,"87","40519","1","1","1","1","0","0","Ruminococcus","callidus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis",13,6.92203656965166e-05,13,6.92321620671658e-05,"90","28117","1","1","1","1","0","0","Alistipes","putredinis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas","Stutzerimonas stutzeri",13,6.92203656965166e-05,11.3,6.02718030543407e-05,"89","316","1","3","0","0","1","1","Pseudomonas","aeruginosa"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas indica",12,6.38957221814e-05,14.6,7.78423285830377e-05,"91","137658","1","1","0","1","1","0","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus nitratireducens",11,5.85710786662833e-05,11.8,6.29879537324706e-05,"96","2026193","1","10","1","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria ivanovii",11,5.85710786662833e-05,12.4,6.58131637153477e-05,"93","1638","1","8","0.666666666666667","0.666666666666667","1","0.333333333333333","Listeria","innocua"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus haemolyticus",11,5.85710786662833e-05,11.2,5.95134964430428e-05,"94","1283","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus pallens",11,5.85710786662833e-05,15,7.99705179414275e-05,"95","160454","1","12","0","1","1","0","Enterococcus","canis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae",11,5.85710786662833e-05,11,5.85810486136144e-05,"92","47678","1","1","1","1","0","0","Bacteroides","caccae"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus edaphicus",10,5.32464351511666e-05,9.8,5.22124617446762e-05,"100","1955013","1","2","0","1","1","0","Staphylococcus","arlettae"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus olivae",10,5.32464351511666e-05,12.3,6.5383405845755e-05,"99","1242999","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus oralis",10,5.32464351511666e-05,14,7.43918045613519e-05,"98","1303","1","8","0.5","1","1","0","Streptococcus","pneumoniae"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola massiliensis",10,5.32464351511666e-05,10,5.32555092824353e-05,"97","204516","1","1","1","1","0","0","Phocaeicola","massiliensis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus","Mammaliicoccus sciuri",9,4.792179163605e-05,8.3,4.40502165857609e-05,"102","1296","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus",9,4.792179163605e-05,12.3,6.55090532264196e-05,"103","417368","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter junii",9,4.792179163605e-05,8.8,4.67220946695486e-05,"101","40215","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus manliponensis",8,4.25971481209333e-05,9.4,4.99647447813739e-05,"106","574376","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium butyricum",8,4.25971481209333e-05,7.8,4.17098060421127e-05,"105","1492","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides finegoldii",8,4.25971481209333e-05,8,4.2341652487677e-05,"107","338188","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris",8,4.25971481209333e-05,8,4.26044074259482e-05,"104","449673","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cytotoxicus",7,3.72725046058166e-05,7.5,3.97341166421901e-05,"114","580165","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Lysinibacillus","Lysinibacillus sphaericus",7,3.72725046058166e-05,7.4,3.94151721865584e-05,"110","1421","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hyicus",7,3.72725046058166e-05,9.7,5.17909218132734e-05,"108","1284","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus simiae",7,3.72725046058166e-05,8.4,4.44785759602559e-05,"113","911238","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus casseliflavus",7,3.72725046058166e-05,9.6,5.13106816917e-05,"111","37734","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus haemoperoxidus",7,3.72725046058166e-05,7.2,3.85534201273516e-05,"116","155618","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus urinalis",7,3.72725046058166e-05,7.2,3.85503934922445e-05,"109","149016","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella clara",7,3.72725046058166e-05,7,3.72788564977047e-05,"112","454154","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella boydii",7,3.72725046058166e-05,9.2,4.91816297948757e-05,"115","621","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus jensenii",6,3.19478610907e-05,5.6,2.97444155297823e-05,"117","109790","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus rodentium",6,3.19478610907e-05,7.9,4.22262681179251e-05,"119","947835","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus troglodytae",6,3.19478610907e-05,6,3.19548409662362e-05,"121","1111760","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei",6,3.19478610907e-05,6,3.19627959910158e-05,"120","357276","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","Citrobacter koseri",6,3.19478610907e-05,5.2,2.7789141714282e-05,"118","545","1",NA,NA,NA,NA,NA,NA,NA
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes",5,2.66232175755833e-05,4.8,2.57561170390139e-05,"127","1639","1",NA,NA,NA,NA,NA,NA,NA
