"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",2065,0.0927797996136047,2064.2,0.0927422990002417,"1","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",1959,0.0880172529990565,1853.9,0.083295741250299,"2","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",1438,0.0646088870917015,1370.1,0.0615601350104667,"3","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",1378,0.061913105989127,1378,0.061913105989127,"4","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",1217,0.0546794266972189,1217,0.0546793804541675,"5","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",1175,0.0527923799254167,1168.4,0.0524950671238146,"6","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",1171,0.0526126611852451,1165.4,0.052362988171239,"7","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",1122,0.0504111066181426,1122,0.0504110858113063,"8","287","1","3","1","1","1","0","Pseudomonas","aeruginosa"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",1120,0.0503212472480568,1120,0.0503212472480568,"9","487","1","2","1","1","1","0","Neisseria","meningitidis"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",1040,0.0467268724446242,1040,0.0467267697835977,"10","1660","1","1","1","1","0","0","Schaalia","odontolytica"
