"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"31",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus pasteuri",621,0.00202450927655579,743.6,0.00242512565166357,"31","45972","1"
"32",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis",577,0.00188106578514121,834.4,0.00272153752998657,"32","1392","1"
"33",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",559,0.00182238435683525,559,0.00182316838485564,"33","1747","1"
"34",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",393,0.00128121118468024,452,0.0014741628942726,"34","44009","1"
"35",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus petrasii",321,0.00104648547145638,351.3,0.00114567931249272,"35","1276936","1"
"36",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",290,0.000945423011596102,301.1,0.000982140296490197,"36","1139996","1"
"37",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",289,0.000942162932245771,324.9,0.00105951016687396,"37","1281","1"
"38",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saprophyticus",221,0.000720477536423237,220.1,0.000717715531391839,"38","29385","1"
"39",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus chromogenes",192,0.000625935235263626,201.9,0.000658366432927334,"39","46126","1"
"40",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans",156,0.000508572378651696,195.6,0.000638028039757653,"40","53345","1"
"41",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pseudomycoides",133,0.000433590553594074,106.6,0.000347744928328839,"41","64104","1"
"42",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Metapseudomonas","Metapseudomonas resinovorans",122,0.000397729680740429,113.4,0.000369774635718367,"42","53412","1"
"43",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caprae",113,0.000368388966587447,198.2,0.000646359103142219,"43","29380","1"
"44",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius",90,0.000293407141529825,89.6,0.000292089623914335,"44","940190","1"
"45",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella sonnei",90,0.000293407141529825,84.8,0.000276640448102986,"45","624","1"
"46",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus avium",88,0.000286886982829162,84.7,0.000276136827476309,"46","33945","1"
"47",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus paramycoides",72,0.00023472571322386,72.7,0.000237217244264722,"48","2026194","1"
"48",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria innocua",72,0.00023472571322386,76.2,0.000248546072396393,"47","1642","1"
"49",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hominis",70,0.000228205554523197,76.2,0.000248373249272057,"49","1290","1"
"50",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium puniceum",70,0.000228205554523197,69,0.000225113512660489,"50","29367","1"
"51",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus agnetis",66,0.000215165237121872,67.3,0.000219352264739862,"51","985762","1"
"52",NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",62,0.000202124919720546,62,0.000202211937679585,"52","33025","1"
"53",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus mundtii",49,0.000159743888166238,43.5,0.000141958584641535,"53","53346","1"
"54",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus gaemokensis",48,0.000156483808815907,65.2,0.000212769307540617,"54","574375","1"
"55",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas guezennei",44,0.000143443491414581,43.3,0.000141076520238526,"55","310348","1"
"56",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus kloosii",43,0.00014018341206425,35.8,0.000116696628289415,"56","29384","1"
"57",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus johnsonii",43,0.00014018341206425,37.4,0.000121845399489195,"57","33959","1"
"58",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus ratti",38,0.000123883015312593,42.5,0.00013857426000875,"58","150033","1"
"59",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus devriesei",37,0.000120622935962261,39,0.000127102930582371,"59","586733","1"
"60",NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii",35,0.000114102777261599,35,0.000114151900302992,"60","853","1"
"61",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pacificus",34,0.000110842697911267,44.1,0.000143926279139795,"63","2026187","1"
"62",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus phoeniculicola",34,0.000110842697911267,34.2,0.000111466423650499,"62","154621","1"
"63",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus pseudoavium",34,0.000110842697911267,31.8,0.00010362051981907,"61","44007","1"
"64",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus intermedius",33,0.000107582618560936,38.5,0.000125404413766437,"64","1285","1"
"65",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus manliponensis",29,9.45423011596102e-05,29.2,9.51316286836714e-05,"65","574376","1"
"66",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hyicus",28,9.12822218092788e-05,34.6,0.000112709932772203,"66","1284","1"
"67",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pseudocitrobacter","Pseudocitrobacter faecalis",27,8.80221424589474e-05,22,7.17934456391423e-05,"67","1398493","1"
"68",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus",26,8.47620631086161e-05,24.7,8.04571832914138e-05,"68","1579","1"
"69",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus arlettae",25,8.15019837582847e-05,28.6,9.31655878112269e-05,"69","29378","1"
"70",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus lutetiensis",25,8.15019837582847e-05,21.6,7.0572450420518e-05,"70","150055","1"
"71",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola massiliensis",22,7.17217457072905e-05,22,7.17526230475948e-05,"71","204516","1"
"72",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia marmotae",21,6.84616663569591e-05,21.8,7.09965542921299e-05,"73","1499973","1"
"73",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas indica",21,6.84616663569591e-05,28.9,9.42473580061249e-05,"72","137658","1"
"74",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gilvus",19,6.19415076562963e-05,21.4,6.97970373806934e-05,"74","160453","1"
"75",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus malodoratus",19,6.19415076562963e-05,22.4,7.32061219019188e-05,"75","71451","1"
"76",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus nitratireducens",17,5.54213489556336e-05,20.2,6.60050105634546e-05,"80","2026193","1"
"77",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus xylosus",17,5.54213489556336e-05,24.9,8.123707817503e-05,"77","1288","1"
"78",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus moraviensis",17,5.54213489556336e-05,20.3,6.62281630349528e-05,"79","155617","1"
"79",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus oralis",17,5.54213489556336e-05,16.3,5.30263574384704e-05,"78","1303","1"
"80",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae",17,5.54213489556336e-05,20,6.51434050372181e-05,"76","622","1"
"81",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus massiliensis",16,5.21612696053022e-05,18.5,6.04550656842529e-05,"82","1640685","1"
"82",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae",16,5.21612696053022e-05,16,5.21837258527962e-05,"81","47678","1"
"83",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus condimenti",13,4.2381031554308e-05,13.2,4.30996881140947e-05,"83","70255","1"
"84",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus",12,3.91209522039766e-05,15.9,5.19447063656924e-05,"85","47770","1"
"85",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei",12,3.91209522039766e-05,12,3.91410629129007e-05,"87","357276","1"
"86",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae",12,3.91209522039766e-05,12,3.91377943895972e-05,"86","46503","1"
"87",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter junii",12,3.91209522039766e-05,11.9,3.87513607677423e-05,"84","40215","1"
"88",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sanguinis",11,3.58608728536453e-05,12.6,4.12007475390738e-05,"88","1305","1"
"89",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium diolis",11,3.58608728536453e-05,13,4.22932539533761e-05,"89","223919","1"
"90",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis",11,3.58608728536453e-05,11,3.58763115237974e-05,"90","28117","1"
"91",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia meyeri",10,3.26007935033139e-05,9.3,3.0232347720758e-05,"92","52773","1"
"92",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus casseliflavus",10,3.26007935033139e-05,12.2,3.97653562693117e-05,"93","37734","1"
"93",NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus callidus",10,3.26007935033139e-05,10,3.26148286579976e-05,"91","40519","1"
"94",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus pallens",9,2.93407141529825e-05,10.8,3.53493664075589e-05,"94","160454","1"
"95",NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Piscinibacter","Piscinibacter defluvii",9,2.93407141529825e-05,9,2.93533457921979e-05,"96","1796922","1"
"96",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pseudescherichia","Pseudescherichia vulneris",9,2.93407141529825e-05,10.2,3.32557489475232e-05,"95","566","1"
"97",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cytotoxicus",8,2.60806348026511e-05,7.6,2.48943664107368e-05,"100","580165","1"
"98",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus paranthracis",8,2.60806348026511e-05,8.9,2.90189778481654e-05,"102","2026186","1"
"99",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria ivanovii",8,2.60806348026511e-05,8.8,2.87430056846926e-05,"97","1638","1"
"100",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus cohnii",8,2.60806348026511e-05,8.8,2.87159398350424e-05,"98","29382","1"
"101",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum",8,2.60806348026511e-05,8.5,2.77831150104042e-05,"101","1353","1"
"102",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Aquipseudomonas","Aquipseudomonas alcaligenes",8,2.60806348026511e-05,8.6,2.81531772802152e-05,"99","43263","1"
"103",NA,NA,"Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia halophobica",7,2.28205554523197e-05,3.5,1.14151900302992e-05,"106","29401","1"
"104",NA,NA,"Actinomycetota","Actinomycetes","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia yuanmonensis",7,2.28205554523197e-05,3.5,1.14151900302992e-05,"108","1095914","1"
"105",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus villorum",7,2.28205554523197e-05,9.9,3.21316146985951e-05,"105","112904","1"
"106",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus dysgalactiae",7,2.28205554523197e-05,7,2.28693998952844e-05,"104","1334","1"
"107",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris",7,2.28205554523197e-05,7,2.28303800605983e-05,"103","449673","1"
"108",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis",7,2.28205554523197e-05,7,2.28303800605983e-05,"107","823","1"
"109",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia cardiffensis",6,1.95604761019883e-05,6.7,2.17486932694828e-05,"109","181487","1"
"110",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus auricularis",6,1.95604761019883e-05,6.1,1.98013757455047e-05,"110","29379","1"
"111",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus haemolyticus",6,1.95604761019883e-05,8,2.60469464059772e-05,"111","1283","1"
"112",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus canis",6,1.95604761019883e-05,5.1,1.66969547829504e-05,"114","214095","1"
"113",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus amylovorus",6,1.95604761019883e-05,7.9,2.56691004576157e-05,"113","1423723","1"
"114",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium butyricum",6,1.95604761019883e-05,5.2,1.69230292029089e-05,"112","1492","1"
"115",NA,NA,"Bacillota","Clostridia","Eubacteriales",NA,"Gemmiger","Gemmiger formicilis",6,1.95604761019883e-05,6,1.95688971947986e-05,"117","745368","1"
"116",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia wexlerae",6,1.95604761019883e-05,5.5,1.78817698903703e-05,"116","1121115","1"
"117",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis",6,1.95604761019883e-05,6,1.95688971947986e-05,"118","487174","1"
"118",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella","Raoultella planticola",6,1.95604761019883e-05,6.5,2.1132922844716e-05,"115","575","1"
"119",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella boydii",6,1.95604761019883e-05,9.4,3.08099425925729e-05,"119","621","1"
"120",NA,NA,"Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter ginsenosidimutans",5,1.63003967516569e-05,2.5,8.15370712874899e-06,"124","490573","1"
"121",NA,NA,"Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter soli",5,1.63003967516569e-05,2.5,8.15370712874899e-06,"126","363832","1"
"122",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus piscifermentans",5,1.63003967516569e-05,6.1,1.97333580063439e-05,"120","70258","1"
"123",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus canintestini",5,1.63003967516569e-05,6.3,2.06256357452739e-05,"121","317010","1"
"124",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus urinalis",5,1.63003967516569e-05,6.3,2.04266221127856e-05,"122","149016","1"
"125",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella clara",5,1.63003967516569e-05,5,1.63074143289988e-05,"125","454154","1"
"126",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria polysaccharea",5,1.63003967516569e-05,5,1.63100726896461e-05,"123","489","1"
"127",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus proteolyticus",4,1.30403174013255e-05,5.7,1.86534387126702e-05,"143","2026192","1"
"128",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Macrococcus","Macrococcus carouselicus",4,1.30403174013255e-05,3.7,1.21044905344979e-05,"133","69969","1"
"129",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus","Mammaliicoccus sciuri",4,1.30403174013255e-05,4,1.30487885500872e-05,"128","1296","1"
"130",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus","Mammaliicoccus stepanovicii",4,1.30403174013255e-05,4,1.30459314631991e-05,"137","643214","1"
"131",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus casei",4,1.30403174013255e-05,3.9,1.28629685264601e-05,"129","201828","1"
"132",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus haemoperoxidus",4,1.30403174013255e-05,3.7,1.20377610186659e-05,"140","155618","1"
"133",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus silesiacus",4,1.30403174013255e-05,5.1,1.6504625834844e-05,"132","332949","1"
"134",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus troglodytae",4,1.30403174013255e-05,4,1.30460907005359e-05,"139","1111760","1"
"135",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia faecis",4,1.30403174013255e-05,4,1.30459314631991e-05,"135","871665","1"
"136",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter faecis",4,1.30403174013255e-05,4,1.30459314631991e-05,"136","1298596","1"
"137",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caecimuris",4,1.30403174013255e-05,4,1.30459314630468e-05,"141","1796613","1"
"138",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis",4,1.30403174013255e-05,4,1.30459314631991e-05,"131","820","1"
"139",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter","Coprobacter fastidiosus",4,1.30403174013255e-05,4,1.30459314631991e-05,"138","1349822","1"
"140",NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella massiliensis",4,1.30403174013255e-05,2,6.52296573159953e-06,"142","1816689","1"
"141",NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella stercoricanis",4,1.30403174013255e-05,2,6.52296573159953e-06,"130","234908","1"
"142",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","Cronobacter dublinensis",4,1.30403174013255e-05,4.4,1.43621004399048e-05,"134","413497","1"
"143",NA,NA,"Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","Stenotrophomonas geniculata",4,1.30403174013255e-05,4,1.30459314547168e-05,"127","1336242","1"
"144",NA,NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Couchioplanes","Couchioplanes caeruleus",3,9.78023805099416e-06,0.8,2.44611214934982e-06,"161","56428","1"
"145",NA,NA,"Actinomycetota","Actinomycetes","Micromonosporales","Micromonosporaceae","Krasilnikovia","Krasilnikovia cinnamomea",3,9.78023805099416e-06,0.8,2.44611214934982e-06,"159","349313","1"
